set,n_samples,ic,ic_pval,icir,rmse,mae,y_mean,y_std,pred_mean,pred_std,deciles,monotonicity_score,top_decile_mean,bot_decile_mean,top_bot_ratio,n_folds,n_features,target
baseline_old,3696,0.3847436046178444,1.0671475898707165e-130,1.0865980873171255,0.0073738327551411235,0.0050166092992690444,0.007272752909492274,0.007966783547568202,0.0070970552042126656,0.0021748789586126804,"[{'decile': 1, 'pred_range': '0.0004-0.0058', 'n': 739, 'realized_mean': 0.003837916178457253, 'realized_std': 0.005485434770235995}, {'decile': 2, 'pred_range': '0.0058-0.0066', 'n': 739, 'realized_mean': 0.005718453280133585, 'realized_std': 0.00604569971237694}, {'decile': 3, 'pred_range': '0.0066-0.0072', 'n': 739, 'realized_mean': 0.006997994241431542, 'realized_std': 0.006563148518292273}, {'decile': 4, 'pred_range': '0.0072-0.0081', 'n': 739, 'realized_mean': 0.007892613170278577, 'realized_std': 0.007733104844593081}, {'decile': 5, 'pred_range': '0.0081-0.0187', 'n': 739, 'realized_mean': 0.01189526421790526, 'realized_std': 0.010560972894595339}]",1.0,0.01189526421790526,0.003837916178457253,3.099406986706745,77,58,y_abs_return
expanded,3696,0.39035343951894336,8.272342372895016e-135,1.0981309825382608,0.007376561030365776,0.0050050458173391725,0.007272752909492274,0.007966783547568202,0.007046219427138567,0.002072998322546482,"[{'decile': 1, 'pred_range': '0.0001-0.0057', 'n': 739, 'realized_mean': 0.0036201744030669664, 'realized_std': 0.004912265124647944}, {'decile': 2, 'pred_range': '0.0057-0.0067', 'n': 739, 'realized_mean': 0.005704830530877658, 'realized_std': 0.006341896002191937}, {'decile': 3, 'pred_range': '0.0067-0.0072', 'n': 730, 'realized_mean': 0.006817579323069859, 'realized_std': 0.006661349851465252}, {'decile': 4, 'pred_range': '0.0072-0.0081', 'n': 748, 'realized_mean': 0.008383385309334123, 'realized_std': 0.007703610376035031}, {'decile': 5, 'pred_range': '0.0081-0.0195', 'n': 739, 'realized_mean': 0.011801231347803367, 'realized_std': 0.010544969172825349}]",1.0,0.011801231347803367,0.0036201744030669664,3.259851607647828,77,76,y_abs_return
