n_samples,up_rate,pred_up_rate,roc_auc,pr_auc,brier_score,accuracy,precision,recall,f1,top_decile_precision,top_decile_n,bot_decile_down_rate,bot_decile_n,calibration,n_folds,n_features
2726,0.4988994864269993,0.5616287600880411,0.5788820945654982,0.5651769094950165,0.24573280369531775,0.5572267057960382,0.549967341606793,0.6191176470588236,0.5824974057419577,0.5919117647058824,272,0.6213235294117647,272,"[{'bin': '0.20-0.40', 'n': 176, 'mean_pred': 0.3573525846004486, 'actual_up_rate': 0.3352272727272727, 'gap': -0.0221253118731759}, {'bin': '0.40-0.60', 'n': 2252, 'mean_pred': 0.5010711550712585, 'actual_up_rate': 0.5008880994671403, 'gap': -0.00018305560411824295}, {'bin': '0.60-0.80', 'n': 298, 'mean_pred': 0.6518941521644592, 'actual_up_rate': 0.5805369127516778, 'gap': -0.07135723941278138}]",77,126
