n_samples,up_rate,pred_up_rate,roc_auc,pr_auc,brier_score,accuracy,precision,recall,f1,top_decile_precision,top_decile_n,bot_decile_down_rate,bot_decile_n,calibration,n_folds,n_features
2733,0.49176728869374314,0.4968898646176363,0.582097271503994,0.556812755734745,0.24633803657189746,0.5550676911818514,0.5471281296023565,0.5528273809523809,0.5499629903774982,0.608058608058608,273,0.6117216117216118,273,"[{'bin': '0.20-0.40', 'n': 138, 'mean_pred': 0.3608848452568054, 'actual_up_rate': 0.34057971014492755, 'gap': -0.02030513511187787}, {'bin': '0.40-0.60', 'n': 2384, 'mean_pred': 0.4998798668384552, 'actual_up_rate': 0.49328859060402686, 'gap': -0.006591276234428345}, {'bin': '0.60-0.80', 'n': 209, 'mean_pred': 0.6565516591072083, 'actual_up_rate': 0.569377990430622, 'gap': -0.08717366867658627}, {'bin': '0.80-1.00', 'n': 2, 'mean_pred': 0.8162554502487183, 'actual_up_rate': 1.0, 'gap': 0.18374454975128174}]",77,88
