n_samples,up_rate,pred_up_rate,roc_auc,pr_auc,brier_score,accuracy,precision,recall,f1,top_decile_precision,top_decile_n,bot_decile_down_rate,bot_decile_n,calibration,n_folds,n_features
2721,0.4928335170893054,0.5203969128996693,0.5692507213954544,0.5405117425718615,0.24871784175716377,0.5703785373024624,0.5607344632768362,0.5920954511558538,0.5759883931809938,0.5330882352941176,272,0.5625,272,"[{'bin': '0.20-0.40', 'n': 123, 'mean_pred': 0.3562077581882477, 'actual_up_rate': 0.34959349593495936, 'gap': -0.006614262253288317}, {'bin': '0.40-0.60', 'n': 2434, 'mean_pred': 0.5004898309707642, 'actual_up_rate': 0.49835661462612985, 'gap': -0.0021332163446343144}, {'bin': '0.60-0.80', 'n': 153, 'mean_pred': 0.651452362537384, 'actual_up_rate': 0.5098039215686274, 'gap': -0.14164844096875662}, {'bin': '0.80-1.00', 'n': 11, 'mean_pred': 0.8460124731063843, 'actual_up_rate': 0.6363636363636364, 'gap': -0.20964883674274792}]",77,82
