n_samples,ic,ic_pval,icir,rmse,mae,y_mean,y_std,pred_mean,pred_std,deciles,monotonicity_score,top_decile_mean,bot_decile_mean,top_bot_ratio,n_folds,n_features,target
3696,0.3653310428067491,4.40575087008034e-117,1.1084609027205294,0.00741229848706995,0.005065056999938908,0.007203351032428421,0.007987397221416804,0.007108346093446016,0.0020466872956603765,"[{'decile': 1, 'pred_range': '0.0001-0.0057', 'n': 739, 'realized_mean': 0.0037160997106979727, 'realized_std': 0.004723937395204382}, {'decile': 2, 'pred_range': '0.0057-0.0067', 'n': 739, 'realized_mean': 0.00579183708414103, 'realized_std': 0.006462479398015152}, {'decile': 3, 'pred_range': '0.0067-0.0073', 'n': 728, 'realized_mean': 0.007055443805711599, 'realized_std': 0.006968032313699394}, {'decile': 4, 'pred_range': '0.0073-0.0081', 'n': 750, 'realized_mean': 0.00759496196007544, 'realized_std': 0.007412326626878703}, {'decile': 5, 'pred_range': '0.0081-0.0178', 'n': 739, 'realized_mean': 0.011823686692682052, 'realized_std': 0.010733307612760761}]",1.0,0.011823686692682052,0.0037160997106979727,3.1817463505200942,77,72,y_abs_return
