n_samples,ic,ic_pval,icir,rmse,mae,y_mean,y_std,pred_mean,pred_std,deciles,monotonicity_score,top_decile_mean,bot_decile_mean,top_bot_ratio,n_folds,n_features,target
3696,0.39035343951894336,8.272342372895016e-135,1.0981309825382608,0.007376561030365776,0.0050050458173391725,0.007272752909492274,0.007966783547568202,0.007046219427138567,0.002072998322546482,"[{'decile': 1, 'pred_range': '0.0001-0.0057', 'n': 739, 'realized_mean': 0.0036201744030669664, 'realized_std': 0.004912265124647944}, {'decile': 2, 'pred_range': '0.0057-0.0067', 'n': 739, 'realized_mean': 0.005704830530877658, 'realized_std': 0.006341896002191937}, {'decile': 3, 'pred_range': '0.0067-0.0072', 'n': 730, 'realized_mean': 0.006817579323069859, 'realized_std': 0.006661349851465252}, {'decile': 4, 'pred_range': '0.0072-0.0081', 'n': 748, 'realized_mean': 0.008383385309334123, 'realized_std': 0.007703610376035031}, {'decile': 5, 'pred_range': '0.0081-0.0195', 'n': 739, 'realized_mean': 0.011801231347803367, 'realized_std': 0.010544969172825349}]",1.0,0.011801231347803367,0.0036201744030669664,3.259851607647828,77,76,y_abs_return
