n_samples,up_rate,pred_up_rate,roc_auc,pr_auc,brier_score,accuracy,precision,recall,f1,top_decile_precision,top_decile_n,bot_decile_down_rate,bot_decile_n,calibration,n_folds,n_features
2733,0.49176728869374314,0.5107939992682035,0.5811558289622545,0.5655517645576954,0.24685446287406637,0.5689718258324186,0.5594555873925502,0.5811011904761905,0.57007299270073,0.5714285714285714,273,0.5567765567765568,273,"[{'bin': '0.00-0.20', 'n': 4, 'mean_pred': 0.18239551782608032, 'actual_up_rate': 0.5, 'gap': 0.3176044821739197}, {'bin': '0.20-0.40', 'n': 130, 'mean_pred': 0.34798648953437805, 'actual_up_rate': 0.3923076923076923, 'gap': 0.04432120277331425}, {'bin': '0.40-0.60', 'n': 2404, 'mean_pred': 0.4987810254096985, 'actual_up_rate': 0.48793677204658903, 'gap': -0.010844253363109457}, {'bin': '0.60-0.80', 'n': 193, 'mean_pred': 0.6547580361366272, 'actual_up_rate': 0.6010362694300518, 'gap': -0.05372176670657536}, {'bin': '0.80-1.00', 'n': 2, 'mean_pred': 0.8081319332122803, 'actual_up_rate': 1.0, 'gap': 0.19186806678771973}]",77,94
