mae,rmse,spearman_ic,auc_sign,n_folds,n_features,objective,thr_0.006__n,thr_0.006__n_long,thr_0.006__n_short,thr_0.006__wr,thr_0.006__fire_rate,thr_0.008__n,thr_0.008__n_long,thr_0.008__n_short,thr_0.008__wr,thr_0.008__fire_rate,thr_0.010__n,thr_0.010__n_long,thr_0.010__n_short,thr_0.010__wr,thr_0.010__fire_rate,thr_0.012__n,thr_0.012__n_long,thr_0.012__n_short,thr_0.012__wr,thr_0.012__fire_rate,thr_0.015__n,thr_0.015__n_long,thr_0.015__n_short,thr_0.015__wr,thr_0.015__fire_rate
0.0041621058453745596,0.006170732283642128,0.15425027446743902,0.5916140187186847,77,136,mse,0,0,0,,0.0,0,0,0,,0.0,0,0,0,,0.0,0,0,0,,0.0,0,0,0,,0.0
