month,n,ic,ic_ci_lo,ic_ci_hi,sign_acc,mean_abs_y,mean_y
2025-11,84,-0.11152314524312097,-0.31470612847270857,0.11390706290681171,0.4642857142857143,0.003828189568594098,-0.001290362561121583
2025-12,744,0.08532982761334927,0.01933185374194566,0.1561535871047697,0.521505376344086,0.004197623115032911,6.41083242953755e-05
2026-01,744,0.030125913346447392,-0.046677000520051866,0.1070283185757661,0.5040322580645161,0.003725491464138031,-0.00034559317282401025
2026-02,672,-0.01954301482907919,-0.09874229382836568,0.05344079509866452,0.46279761904761907,0.006695493124425411,-0.0005322999786585569
2026-03,744,0.08396846727907355,0.008324352879384458,0.15803687542514366,0.5120967741935484,0.0051803491078317165,7.602138794027269e-05
2026-04,708,0.02383425471086123,-0.04991590305280204,0.10462136837763227,0.5070621468926554,0.0037796231918036938,0.00042786786798387766
