n_samples,ic,ic_pval,icir,rmse,mae,y_mean,y_std,pred_mean,pred_std,deciles,monotonicity_score,top_decile_mean,bot_decile_mean,top_bot_ratio,n_folds,n_features,target
3696,0.3537632851010745,2.0960145063771592e-109,1.5382677380719154,2.047481431157959,1.244096994482315,1.7453470835939557,2.1975918122494864,1.7409287691116333,0.5902283787727356,"[{'decile': 1, 'pred_range': '0.0536-1.2914', 'n': 739, 'realized_mean': 0.9542955510669892, 'realized_std': 0.8749020759609965}, {'decile': 2, 'pred_range': '1.2914-1.5594', 'n': 739, 'realized_mean': 1.2321360702483182, 'realized_std': 1.3892885213616326}, {'decile': 3, 'pred_range': '1.5594-1.7254', 'n': 731, 'realized_mean': 1.5113258190788839, 'realized_std': 1.820182165289715}, {'decile': 4, 'pred_range': '1.7254-2.0728', 'n': 747, 'realized_mean': 1.8688708046401934, 'realized_std': 2.2063287797958884}, {'decile': 5, 'pred_range': '2.0728-5.5902', 'n': 739, 'realized_mean': 3.14958824549781, 'realized_std': 3.208882108471479}]",1.0,3.14958824549781,0.9542955510669892,3.3004327034494545,77,72,y_vol_adj_abs
