n,beta1,t_nw,p_nw,t_cluster,beta_vwap,t_vwap,r2,beta1_no_vwap,t_no_vwap,side,lookback
6608,-0.0889463949379202,-3.183459220630163,0.0014552661042927552,-2.1779974781810005,-0.07446563646430086,-1.4123803365483159,0.15123819776581426,-0.12196207462893083,-3.697871269837578,sellside,L1
6608,-0.06487847210730507,-3.063937035686842,0.002184448803902943,-2.574160325009052,-0.12164128940187745,-2.203517230661191,0.15352870827223064,-0.10781311072245871,-4.197061725552947,sellside,L2
6608,-0.015085668237298452,-1.0613012044355725,0.28855303856215864,-0.8241399275399912,-0.021568297854228573,-1.136631571180569,0.14064208723876925,-0.02365270869193013,-1.757154831307374,sellside,L3
6420,0.0614399424922914,2.0130413969532652,0.04411027450594778,2.1207295385296723,-0.10047705311690033,-1.7989498150818464,0.02706155769754226,0.02235259918986753,1.1275678620044545,buyside,L1
6420,0.03522536592116897,1.7048567793639788,0.08822113887118466,1.9061826553151446,-0.0599170746582727,-1.2862726072919448,0.02561729679604441,0.01656892677531385,0.8582681097687128,buyside,L2
6420,-0.014748451182836905,-1.5426973469154148,0.12290422591509355,-1.4979762146026037,0.012962311313163097,0.6804455213133719,0.02503280223497928,-0.010269835420382581,-1.2895000785862847,buyside,L3
