sym,side,t_sweep,day,utc_hour,atr,r,pierce_atr,poc_m5u,vwap_m5u,poc_m5c,vwap_m5c,poc_m1u,vwap_m1u,poc_m1c,vwap_m1c,trend_24h,er_24h,rv_24h,rv_1h
BTC,buyside,1757916600,2025-09-15,6,397.2733952079817,-1.5014345465739658,0.23248473498117841,2.1408517969039464,2.5876049443052302,1.8408517969039462,2.5876049443052302,2.1408517969039464,2.5674408976699867,3.5408517969039726,2.5674408976699867,1.9779074296899128,0.1615736866239124,0.0024475223901959772,0.0015070684825837074
BTC,sellside,1757926800,2025-09-15,9,472.20859076606564,-0.2780974394958625,0.06736429752031141,1.5370657613295695,1.9532114821737732,2.5370657613295697,1.9532114821737732,1.1370657613295447,1.9195043764009307,2.7870657613295697,1.9195043764009307,-0.26848304431379194,0.023576274212264475,0.002620985302889418,0.004549911815800413
BTC,buyside,1758043800,2025-09-16,17,471.0832160729818,-0.5972193243165987,0.05884310681046783,2.825031621401396,2.728304607221667,1.925031621401384,2.728304607221667,2.825031621401396,2.703703878867453,2.7750316214014075,2.703703878867453,2.0124469895211186,0.23732611030308304,0.0019030334877793488,0.0022282162317544207
BTC,sellside,1758135000,2025-09-17,18,529.4052281459442,-0.9115134765291127,0.03078926903893249,3.746671868775419,2.9299773576151025,2.7466718687754184,2.9299773576151025,3.696671868775408,2.885639435462335,3.8966718687754245,2.885639435462335,-1.7271835474732642,0.20330579247414135,0.002303750331636884,0.010981927433047116
BTC,buyside,1758165300,2025-09-18,3,606.68491338761,0.36018696884980467,0.23430613958447782,2.933546469037984,2.0757102642397585,2.0335464690380043,2.0757102642397585,2.933546469037984,2.0482330832827422,2.383546469037987,2.0482330832827422,0.9534273677091581,0.10100387475750085,0.002717386280439162,0.0029214922061280056
BTC,buyside,1758165000,2025-09-18,3,606.68491338761,0.515770201458901,0.16189622954617394,2.6989601181011857,1.872969766341704,1.7989601181012058,1.872969766341704,2.6989601181011857,1.8575084867745257,2.1489601181011886,1.8575084867745257,0.9534273677091581,0.10100387475750085,0.002717386280439162,0.00285469501879205
BTC,buyside,1758219600,2025-09-18,18,446.6656961015424,-0.3004931902571904,0.008955243339507906,0.47184218865601224,2.5489704171692975,1.0218421886560267,2.5489704171692975,1.4218421886560049,2.4265275274622393,1.4218421886560049,2.4265275274622393,5.267921894465526,0.5239157637859067,0.0021067196706728956,0.0022248166931821667
BTC,sellside,1758502500,2025-09-22,0,284.55656601976017,0.7139880932703192,0.3297762596470189,4.602198599040745,3.7605955015359798,2.0521985990407416,3.7605955015359798,3.952198599040751,3.5397593309365973,3.952198599040751,3.5397593309365973,-1.5031106327390085,0.14099884621724254,0.0013591688876739027,0.0032117574333947
BTC,sellside,1758501600,2025-09-22,0,284.55656601976017,0.18400559415088177,0.07313132953169173,3.418567503434225,2.744209234336134,0.8685675034342221,2.744209234336134,2.768567503434231,2.6635181458379273,2.768567503434231,2.6635181458379273,-1.5031106327390085,0.14099884621724254,0.0013591688876739027,0.001961972020565288
BTC,sellside,1758501300,2025-09-22,0,284.55656601976017,0.9405159885904911,1.0472434502857555,2.086002926542084,1.5394470129133928,1.6860029265421035,1.5394470129133928,1.4360029265420902,1.4141234236826248,1.4360029265420902,1.4141234236826248,-1.5031106327390085,0.14099884621724254,0.0013591688876739027,0.0012024887596853546
BTC,sellside,1758521100,2025-09-22,6,471.3639217493973,-0.6605724062300022,3.458049979621895,1.9829084733057671,3.2371944419383287,2.332908473305779,3.2371944419383287,1.9829084733057671,2.2289994900624204,-2.91709152669422,2.2289994900624204,-4.234541312776123,0.4194628968433273,0.002470025223092693,0.005764195483534595
BTC,sellside,1758596100,2025-09-23,2,488.9165092295574,-1.3887442685663411,0.2065792381590007,1.8061007309279409,1.974131753912779,1.4061007309279336,1.974131753912779,1.90610073092795,1.9609637951839256,0.5561007309279594,1.9609637951839256,-4.154390292937159,0.298315544896034,0.0032181459681927217,0.0027455870038555785
BTC,sellside,1758660000,2025-09-23,20,492.8601384659818,-0.6158948072871074,0.03909831308326455,2.9891283915285896,2.1922780187380884,2.9891283915285896,2.1922780187380884,3.0391283915285974,2.178514711870702,2.9891283915285896,2.178514711870702,-2.2858208892821033,0.23836162483417814,0.002515094633968482,0.0023547070596722022
BTC,buyside,1758725100,2025-09-24,14,466.17436720573374,0.6985583569340207,0.20185580036080636,2.4467274258716087,2.0885432657707597,2.696727425871593,2.0885432657707597,2.3467274258715896,2.0635739488025298,2.396727425871599,2.0635739488025298,0.3661934503675821,0.03355762747514613,0.002684637687785426,0.0032984087083371932
BTC,sellside,1758803700,2025-09-25,12,498.92791474636687,-0.10470450431013019,0.045417382612321554,1.46246798282628,3.1208344251202775,1.3624679828262625,3.1208344251202775,1.46246798282628,3.066353558219625,1.7124679828262659,3.066353558219625,-3.452783356240435,0.30487660274845185,0.0029378800333671505,0.00381078895795412
BTC,sellside,1758807900,2025-09-25,13,541.0802065501977,-1.4196231736093423,0.25258732133517614,1.7610617352413678,3.0037968618173103,1.3610617352413825,3.0037968618173103,1.8110617352413725,2.9642874057381787,1.16106173524139,2.9642874057381787,-3.165186933965418,0.3036355706530385,0.0029365699727909827,0.006027538571074098
BTC,sellside,1758822600,2025-09-25,17,705.4707978259111,-0.5720718720657707,0.2788775957931858,3.401724937551389,3.4641316272788645,3.1017249375514,3.4641316272788645,3.1017249375514,3.432745224445941,2.9517249375513948,3.432745224445941,-3.974664874352396,0.5321217043774603,0.002551285257975712,0.0044553499887648096
BTC,sellside,1758821100,2025-09-25,17,705.4707978259111,0.4722094819893751,0.16053109547412717,2.4833594970588657,2.8234345176632205,2.1833594970588766,2.8234345176632205,2.1833594970588766,2.7145176641497097,2.0333594970588718,2.7145176641497097,-3.974664874352396,0.5321217043774603,0.002551285257975712,0.004716647839511688
BTC,sellside,1758820200,2025-09-25,17,705.4707978259111,2.4206104707134877,0.008859331979808344,1.5693882852283358,2.01583764813398,1.2693882852283465,2.01583764813398,1.2693882852283465,2.007930135302593,1.1193882852283414,2.007930135302593,-3.974664874352396,0.5321217043774603,0.002551285257975712,0.003020322504704575
BTC,sellside,1758885600,2025-09-26,11,590.3996706231828,-0.46910595276529815,0.01937670457693946,1.3784373235057852,2.213843786524772,4.878437323505796,2.213843786524772,1.3784373235057852,2.196500358974334,0.6784373235057929,2.196500358974334,-4.154812616021266,0.30417487141078714,0.00517112536281802,0.0022974597801731778
BTC,buyside,1759071300,2025-09-28,14,226.5864185115992,0.9387146917153965,0.41683875238604423,1.7542613792729982,1.4911526385575442,1.8542613792730533,1.4911526385575442,1.7542613792729982,1.4718388935844018,1.8542613792730533,1.4718388935844018,1.5495633070436077,0.21363683381097132,0.000994909580309037,0.0017719670561788514
BTC,buyside,1759075800,2025-09-28,16,244.48196290030805,0.3505780098589181,0.38297303772133073,3.7330269215068097,3.2440480002260976,3.7330269215068097,3.2440480002260976,3.7330269215068097,3.154686689942203,3.7330269215068097,3.154686689942203,2.654142630000873,0.3388689571615807,0.0010917078981454553,0.0023469369107043145
BTC,buyside,1759157100,2025-09-29,14,464.94774460293996,-0.2831931147713017,0.5161870399112426,3.934797197862427,4.3801769968441695,3.934797197862427,4.3801769968441695,3.934797197862427,4.309606352460156,3.934797197862427,4.309606352460156,7.263784025631003,0.6645755687878077,0.0032322172903009,0.00851721044038644
BTC,buyside,1759308600,2025-10-01,8,579.0500209852053,0.38832569182437826,0.1350315122465043,2.913478182642042,3.848181133072777,3.0634781826420427,3.848181133072777,3.0634781826420427,3.782653691235554,2.763478182642041,3.782653691235554,1.8774371135508185,0.1602342353230764,0.0030118524059697333,0.004293780311070004
BTC,buyside,1759308600,2025-10-01,8,579.0500209852053,0.38832569182437826,0.6578706263611989,2.390639068527347,3.3253420189580827,2.540639068527348,3.3253420189580827,2.540639068527348,3.2598145771208595,2.2406390685273463,3.2598145771208595,1.8774371135508185,0.1602342353230764,0.0030118524059697333,0.004293780311070004
BTC,buyside,1759307100,2025-10-01,8,579.0500209852053,2.6029530185243104,0.3246697058746906,0.6169408338695869,1.7698188684425817,0.7669408338695877,1.7698188684425817,0.7669408338695877,1.7418678312662077,0.46694083386958607,1.7418678312662077,1.8774371135508185,0.1602342353230764,0.0030118524059697333,0.0020544381907036673
BTC,buyside,1759307100,2025-10-01,8,579.0500209852053,2.6029530185243104,0.38879197278495004,0.5528185669593274,1.7056966015323223,0.7028185669593282,1.7056966015323223,0.7028185669593282,1.6777455643559482,0.40281856695932666,1.6777455643559482,1.8774371135508185,0.1602342353230764,0.0030118524059697333,0.0020544381907036673
BTC,buyside,1759336800,2025-10-01,16,585.0626986755053,-1.0890627644566233,0.5110563375120161,5.791863520624409,4.165853803036059,3.0918635206243956,4.165853803036059,5.791863520624409,4.03161832278058,5.791863520624409,4.03161832278058,7.832476776205464,0.5480523021834801,0.003775366064823046,0.003411733138266168
BTC,buyside,1759363200,2025-10-02,0,581.9849589629036,-0.28614141557327366,0.12732287812395,2.1173788602723813,3.798315027716816,4.267378860272398,3.798315027716816,6.917378860272401,3.7584643314668367,3.8173788602723966,3.7584643314668367,6.351469987449663,0.48390078126636327,0.003787211689724695,0.004500197750573534
BTC,buyside,1759363800,2025-10-02,0,616.1003190369813,-1.250754099924036,0.38970926094517944,3.0772857744114233,4.470236510055852,5.077285774411423,4.470236510055852,7.627285774411417,4.387942806838162,4.627285774411418,4.387942806838162,7.069400656711185,0.524888284718506,0.0039772980756874465,0.005512059850069326
BTC,buyside,1759412700,2025-10-02,13,511.1450778021081,-1.0606577731927016,0.18210094167440666,1.579529668283774,2.613509460753999,2.979529668283773,2.613509460753999,1.6295296682837699,2.532704570246808,1.6795296682837657,2.532704570246808,5.077736464098035,0.4328508055101563,0.002804308889506953,0.0029122299575566166
BTC,buyside,1759504800,2025-10-03,15,602.5128632019265,2.990724530633117,0.5542288312740629,1.1872178734142784,1.4092161816005366,1.4872178734142865,1.4092161816005366,1.2372178734142716,1.3753560027205507,1.587217873414273,1.3753560027205507,1.67144979220551,0.18648995487145792,0.002399123361365677,0.004753036506316636
BTC,buyside,1759631700,2025-10-05,2,479.8306028240203,-0.07481807077061453,0.6981838966258286,3.3306860709215025,3.6154568699056213,3.430686070921514,3.6154568699056213,3.3306860709215025,3.402637843387599,3.1306860709215094,3.402637843387599,1.0903639678686445,0.1342314767540619,0.0017451143138512057,0.003547029830638647
BTC,buyside,1759639800,2025-10-05,4,609.6811830472421,-0.25285346552684757,2.024697553941643,3.387443357473478,2.80791363235287,0.5374433574734769,2.80791363235287,3.5874433574734925,2.2337537195782793,-1.162556642526517,2.2337537195782793,2.101458984835889,0.2480033448570896,0.003271119627640061,0.0035279391325874158
BTC,buyside,1759750200,2025-10-06,11,576.2257570921207,0.028270169806708812,0.07208980072258837,0.8405175630563144,1.5946337408192126,2.4905175630563305,1.5946337408192126,0.7405175630563294,1.6021239760452883,0.8905175630563195,1.6021239760452883,0.890900820870335,0.08881015566342942,0.0026015167288185263,0.0020539545886568023
BTC,buyside,1759771500,2025-10-06,17,639.2289266794203,-0.8298279033702476,0.1733025452641259,2.881338212059724,2.525560751424094,2.881338212059724,2.525560751424094,2.781338212059712,2.4950797634291986,2.9313382120597185,2.4950797634291986,3.7516919211678896,0.353873486233522,0.002789751102969974,0.0030510450863622755
BTC,sellside,1759851600,2025-10-07,15,779.0031213785063,-0.3277650538141305,0.15913928532228042,4.793596761231647,3.6096400649446445,2.7935967612316523,3.6096400649446445,4.793596761231647,3.571460944576969,2.5935967612316584,3.571460944576969,-2.919936952209958,0.28066521396860467,0.0036481229276337382,0.008194922051938844
BTC,sellside,1759849800,2025-10-07,15,779.0031213785063,0.1782021100946993,0.7302666502713461,3.7773877393741295,2.836196868640786,1.777387739374135,2.836196868640786,3.7773877393741295,2.7748198559159984,1.5773877393741411,2.7748198559159984,-2.919936952209958,0.28066521396860467,0.0036481229276337382,0.005140215186437527
BTC,sellside,1760028900,2025-10-09,16,882.9036266016521,-0.4452128048368939,0.35861218649501336,1.6586337884350815,2.0556054265902595,0.5586337884350732,2.0556054265902595,1.6586337884350815,1.9937835803320882,1.6586337884350815,1.9937835803320882,-2.156396171265242,0.18000028363027828,0.004747372093448192,0.00532182907362346
BTC,sellside,1760110500,2025-10-10,15,786.9604599730654,-0.7811828309913252,0.9508736944999934,2.544769365437483,2.2090815264726373,2.794769365437488,2.2090815264726373,2.544769365437483,2.12956404079146,2.6447693654374813,2.12956404079146,-0.8310074435282098,0.07734173487598162,0.004413913379659925,0.009472337725492037
BTC,sellside,1760109900,2025-10-10,15,786.9604599730654,0.3048818996677666,0.37212797198226316,2.0324564596355867,1.799726623409079,2.2824564596355916,1.799726623409079,2.0324564596355867,1.7540700901799444,2.132456459635585,1.7540700901799444,-0.8310074435282098,0.07734173487598162,0.004413913379659925,0.008924097781621355
