n,beta1,t_nw,p_nw,t_cluster,beta_vwap,t_vwap,r2,beta1_no_vwap,t_no_vwap,side,lookback
6608,0.05001487964570902,1.59106233591853,0.11159554775364455,1.2986952533047853,-0.2093855336857201,-2.746870588876814,0.14816368611878783,-0.07052664606195527,-2.3957911756978194,sellside,L1
6608,0.05041336488298165,1.4347462716426953,0.15135941338245615,1.268381518690262,-0.24528005058153088,-3.5735362180130856,0.15191933902534016,-0.06003339267786448,-2.0008055866028047,sellside,L2
6608,-0.009655925842518572,-0.7359166190103811,0.46178144271691857,-0.7395510369925672,-0.025890478344179815,-1.4569589172415638,0.14031804003025006,-0.022904741137241686,-1.6258068052243417,sellside,L3
6420,0.08381214464704848,1.7697977818246915,0.07676083354712414,1.7574172679207243,-0.1450169423391431,-2.866191304311064,0.02699969927839052,0.0056395844736431035,0.17129758057058328,buyside,L1
6420,0.0284543895938342,1.0768650228179029,0.2815405711480711,1.140066592722114,-0.05969547904179008,-1.3704980969958025,0.025041413630495613,0.0038016053556435246,0.15515575232464893,buyside,L2
6420,0.0022957995527855615,0.1901769902139893,0.8491704412177146,0.18368761121933527,-0.001775837809472995,-0.09422441849979026,0.02445093642935947,0.0014821974864315923,0.14308961165453546,buyside,L3
