n,beta1,t_nw,p_nw,t_cluster,beta_vwap,t_vwap,r2,beta1_no_vwap,t_no_vwap,beta_depth,t_depth,beta_inter,t_inter,side,lookback
6608,0.4326817872246447,3.981788450318918,6.839864633162049e-05,3.032034579730201,-0.5059457184699625,-5.228392569011184,0.15838342912571024,-0.05544781249017846,-0.6928769566975699,-0.6285558577924915,-2.2719557279637788,-0.21998740051907992,-1.954816514810017,sellside,L2
6420,-0.03526338249385036,-0.3901634183924697,0.6964157101716908,-0.34097822369899256,-0.02289887689812531,-0.27034750479855013,0.025229926348387166,-0.05792314310734151,-1.1123327386376274,0.053380696777206846,0.19375199608427465,0.04950938863862667,0.6221836332089178,buyside,L2
