n,beta1,t_nw,p_nw,t_cluster,beta_vwap,t_vwap,r2,beta1_no_vwap,t_no_vwap,beta_depth,t_depth,beta_inter,t_inter,side,lookback
6608,-0.28689593885479403,-2.5263721952968012,0.011524731237190024,-1.4765767101861675,-0.02388052002001837,-0.36524166140135694,0.15892621868034573,-0.3061221677370061,-3.2502288907906287,-0.07354893740410669,-0.35098767425116434,0.24975000788946786,2.2464238692706475,sellside,L2
6420,0.10262757224946834,1.1570013483984476,0.24727180944667893,1.0222351695133398,-0.05508933449211259,-0.670776682994013,0.026886150277677934,0.05795940242723003,1.1633979417984524,0.2877945200387184,1.1656151378736026,-0.12806577992847562,-1.628590496400836,buyside,L2
