bucket,n,n_hi,n_lo,mean_hi,mean_lo,delta,side
T1_down,2203,551,551,-0.20637176349140054,0.024234301781567897,-0.23060606527296845,sellside
T2_flat,2202,551,551,-0.5157416466768531,-0.008338557219661664,-0.5074030894571914,sellside
T3_up,2203,551,551,-0.03631862446888599,0.17407122479084847,-0.21038984925973447,sellside
T1_down,2140,535,535,0.32311366641317657,0.08118079658014977,0.2419328698330268,buyside
T2_flat,2140,535,535,0.19321660170991278,-0.04198146479811099,0.23519806650802377,buyside
T3_up,2140,535,535,-0.05816553805035054,0.06792126907036614,-0.12608680712071668,buyside
