signal_time,direction,strength,confidence,regime,entry_price,exit_price,bars_held,exit_reason,gross_ret,net_ret,win
2025-11-16 07:00:00,DOWN,Moderate,41.935483870967744,UNKNOWN,96064.8,93903.342,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-16 08:00:00,DOWN,Strong,87.5,UNKNOWN,96083.5,93921.62125,1,tp,0.022500000000000075,0.021200000000000076,1
2025-11-16 11:00:00,DOWN,Moderate,44.0,UNKNOWN,95588.0,93437.27,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-16 14:00:00,DOWN,Strong,86.8421052631579,UNKNOWN,95487.0,93338.54250000001,1,tp,0.022499999999999853,0.021199999999999854,1
2025-11-16 16:00:00,DOWN,Moderate,42.5,UNKNOWN,94185.4,92066.2285,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-16 18:00:00,UP,Moderate,40.476190476190474,UNKNOWN,94005.9,92595.8115,1,sl,-0.015000000000000013,-0.016300000000000012,0
2025-11-16 19:00:00,UP,Strong,100.0,UNKNOWN,93994.5,92584.5825,1,sl,-0.014999999999999902,-0.0162999999999999,0
2025-11-16 20:00:00,UP,Strong,97.72727272727273,UNKNOWN,94051.1,92640.33350000001,1,sl,-0.015000000000000013,-0.016300000000000012,0
2025-11-16 21:00:00,UP,Moderate,65.0,UNKNOWN,93472.9,92070.80649999999,1,sl,-0.015000000000000013,-0.016300000000000012,0
2025-11-16 22:00:00,UP,Strong,71.73913043478261,UNKNOWN,94156.7,92744.3495,1,sl,-0.015000000000000013,-0.016300000000000012,0
2025-11-16 23:00:00,UP,Strong,93.61702127659575,UNKNOWN,94221.7,92808.37449999999,1,sl,-0.015000000000000013,-0.016300000000000012,0
2025-11-17 00:00:00,UP,Strong,100.0,UNKNOWN,95254.4,93825.58399999999,1,sl,-0.015000000000000013,-0.016300000000000012,0
2025-11-17 01:00:00,DOWN,Moderate,44.89795918367347,UNKNOWN,94732.5,92601.01875,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-17 04:00:00,UP,Moderate,65.0,UNKNOWN,95067.8,93641.783,1,sl,-0.015000000000000124,-0.016300000000000123,0
2025-11-17 06:00:00,DOWN,Moderate,40.74074074074074,UNKNOWN,95237.3,93094.46075000001,1,tp,0.022499999999999853,0.021199999999999854,1
2025-11-17 08:00:00,DOWN,Moderate,42.857142857142854,UNKNOWN,95577.3,93426.81075,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-17 09:00:00,DOWN,Moderate,43.859649122807014,UNKNOWN,95608.0,93456.82,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-17 10:00:00,DOWN,Moderate,43.103448275862064,UNKNOWN,95607.6,93456.429,1,tp,0.022500000000000075,0.021200000000000076,1
2025-11-17 11:00:00,DOWN,Moderate,42.3728813559322,UNKNOWN,95530.1,93380.67275000001,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-17 12:00:00,DOWN,Moderate,41.66666666666667,UNKNOWN,95283.4,93139.5235,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-17 14:00:00,DOWN,Moderate,41.935483870967744,UNKNOWN,94730.2,92598.7705,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-17 17:00:00,DOWN,Moderate,47.384615384615394,UNKNOWN,92724.0,90637.71,1,tp,0.022499999999999964,0.021199999999999965,1
2025-11-17 21:00:00,DOWN,Moderate,55.072463768115945,UNKNOWN,91925.7,89857.37175,1,tp,0.022499999999999853,0.021199999999999854,1
2025-11-17 23:00:00,UP,Strong,88.73239436619718,UNKNOWN,92169.7,90787.15449999999,1,sl,-0.015000000000000124,-0.016300000000000123,0
2025-11-18 00:00:00,UP,Strong,86.11111111111111,UNKNOWN,92120.2,90738.397,1,sl,-0.015000000000000013,-0.016300000000000012,0
