signal_ts,entry_ts,exit_ts,direction,tier,entry_px,exit_px,exit_reason,hold_h,gross,net,regime
2025-12-01 08:00:00,2025-12-01 09:00:00,2025-12-01 13:00:00,UP,Strong,86811.0,85943.2,time_exit,4.0,-0.009996429023971687,-0.010796429023971687,BEAR
2025-12-01 09:00:00,2025-12-01 10:00:00,2025-12-01 14:00:00,UP,Strong,86659.2,86017.3,time_exit,4.0,-0.007407176618293154,-0.008207176618293155,BEAR
2025-12-01 10:00:00,2025-12-01 11:00:00,2025-12-01 15:00:00,UP,Moderate,86599.0,84650.0,time_exit,4.0,-0.02250603355696945,-0.02330603355696945,BEAR
2025-12-01 11:00:00,2025-12-01 12:00:00,2025-12-01 16:00:00,UP,Moderate,86100.0,84540.3,time_exit,4.0,-0.018114982578397165,-0.018914982578397164,BEAR
2025-12-01 12:00:00,2025-12-01 13:00:00,2025-12-01 17:00:00,UP,Strong,85396.3,84902.8,time_exit,4.0,-0.005778938900163122,-0.006578938900163122,BEAR
2025-12-01 13:00:00,2025-12-01 14:00:00,2025-12-01 18:00:00,UP,Strong,85943.7,85159.2,time_exit,4.0,-0.009128068724060023,-0.009928068724060024,BEAR
2025-12-01 14:00:00,2025-12-01 15:00:00,2025-12-01 19:00:00,UP,Strong,86017.4,84985.0,time_exit,4.0,-0.012002222806083318,-0.012802222806083318,BEAR
2025-12-01 15:00:00,2025-12-01 16:00:00,2025-12-01 20:00:00,UP,Strong,84650.0,85474.1,time_exit,4.0,0.00973538098050808,0.008935380980508079,BEAR
2025-12-01 16:00:00,2025-12-01 17:00:00,2025-12-01 21:00:00,UP,Strong,84540.4,86380.1,time_exit,4.0,0.021761193464899797,0.0209611934648998,BEAR
2025-12-01 17:00:00,2025-12-01 18:00:00,2025-12-01 22:00:00,UP,Moderate,84902.6,86518.2,time_exit,4.0,0.019028863662596818,0.01822886366259682,BEAR
2025-12-01 18:00:00,2025-12-01 19:00:00,2025-12-01 23:00:00,UP,Moderate,85159.1,86241.6,time_exit,4.0,0.01271150117838249,0.011911501178382489,BEAR
2025-12-01 19:00:00,2025-12-01 20:00:00,2025-12-02 00:00:00,UP,Moderate,84985.0,86472.0,time_exit,4.0,0.01749720538918642,0.016697205389186422,BEAR
2025-12-01 20:00:00,2025-12-01 21:00:00,2025-12-02 01:00:00,UP,Strong,85474.1,86409.9,time_exit,4.0,0.010948345756199629,0.010148345756199629,BEAR
2025-12-01 21:00:00,2025-12-01 22:00:00,2025-12-02 02:00:00,UP,Moderate,86380.1,86501.2,time_exit,4.0,0.0014019432716563252,0.0006019432716563251,BEAR
2025-12-01 22:00:00,2025-12-01 23:00:00,2025-12-02 03:00:00,UP,Moderate,86518.4,86936.0,time_exit,4.0,0.004826718940710961,0.004026718940710961,BEAR
2025-12-02 01:00:00,2025-12-02 02:00:00,2025-12-02 06:00:00,UP,Moderate,86409.9,87043.7,time_exit,4.0,0.007334807701432355,0.006534807701432355,CHOPPY
2025-12-02 03:00:00,2025-12-02 04:00:00,2025-12-02 08:00:00,UP,Moderate,86935.9,86438.0,time_exit,4.0,-0.0057272082074263375,-0.006527208207426338,BULL
2025-12-02 11:00:00,2025-12-02 12:00:00,2025-12-02 16:00:00,UP,Moderate,87327.0,90713.9,time_exit,4.0,0.03878411029807505,0.037984110298075045,BULL
2025-12-02 20:00:00,2025-12-02 21:00:00,2025-12-03 01:00:00,UP,Moderate,90976.1,92215.3,time_exit,4.0,0.013621159843079544,0.012821159843079544,BULL
2025-12-09 04:00:00,2025-12-09 05:00:00,2025-12-09 09:00:00,UP,Moderate,89875.3,90099.9,time_exit,4.0,0.002499018083945037,0.0016990180839450372,CHOPPY
2025-12-09 05:00:00,2025-12-09 06:00:00,2025-12-09 10:00:00,UP,Moderate,89857.7,90255.7,time_exit,4.0,0.004429225319588559,0.003629225319588559,CHOPPY
2025-12-09 08:00:00,2025-12-09 09:00:00,2025-12-09 13:00:00,DOWN,Moderate,90459.0,90385.0,time_exit,4.0,0.0008180501663737072,1.805016637370716e-05,CHOPPY
2025-12-09 09:00:00,2025-12-09 10:00:00,2025-12-09 14:00:00,DOWN,Moderate,90100.0,90327.1,time_exit,4.0,-0.002520532741398407,-0.003320532741398407,CHOPPY
2025-12-09 11:00:00,2025-12-09 12:00:00,2025-12-09 16:00:00,UP,Moderate,90342.0,94146.8,time_exit,4.0,0.04211551659250401,0.04131551659250401,CHOPPY
2025-12-09 12:00:00,2025-12-09 13:00:00,2025-12-09 17:00:00,UP,Moderate,90532.7,93884.5,time_exit,4.0,0.03702308668580523,0.03622308668580523,CHOPPY
2025-12-09 13:00:00,2025-12-09 14:00:00,2025-12-09 18:00:00,UP,Moderate,90385.1,93887.3,time_exit,4.0,0.038747536928099846,0.037947536928099844,CHOPPY
2025-12-09 14:00:00,2025-12-09 15:00:00,2025-12-09 19:00:00,UP,Moderate,90327.1,93761.9,time_exit,4.0,0.03802624018705347,0.03722624018705347,BULL
2025-12-09 15:00:00,2025-12-09 16:00:00,2025-12-09 20:00:00,UP,Strong,92676.9,93075.2,time_exit,4.0,0.004297726833763393,0.0034977268337633934,BULL
2025-12-09 18:00:00,2025-12-09 19:00:00,2025-12-09 23:00:00,DOWN,Strong,93887.2,92638.4,time_exit,4.0,0.013301067664175714,0.012501067664175714,BULL
2025-12-09 19:00:00,2025-12-09 20:00:00,2025-12-10 00:00:00,DOWN,Strong,93761.9,92084.5,time_exit,4.0,0.017889995829862615,0.017089995829862616,BULL
2025-12-09 20:00:00,2025-12-09 21:00:00,2025-12-10 01:00:00,UP,Moderate,93075.2,92269.1,time_exit,4.0,-0.008660738843429772,-0.009460738843429772,BULL
2025-12-09 21:00:00,2025-12-09 22:00:00,2025-12-10 02:00:00,UP,Moderate,92591.2,92457.6,time_exit,4.0,-0.0014429017012415057,-0.0022429017012415057,BULL
2025-12-09 22:00:00,2025-12-09 23:00:00,2025-12-10 03:00:00,UP,Moderate,92832.0,92366.0,time_exit,4.0,-0.0050198207514650095,-0.00581982075146501,BULL
2025-12-10 00:00:00,2025-12-10 01:00:00,2025-12-10 05:00:00,UP,Moderate,92084.5,92508.6,time_exit,4.0,0.004605552508837096,0.0038055525088370964,BULL
2025-12-10 01:00:00,2025-12-10 02:00:00,2025-12-10 06:00:00,UP,Moderate,92269.2,92648.0,time_exit,4.0,0.00410537860954685,0.0033053786095468504,BULL
2025-12-10 04:00:00,2025-12-10 05:00:00,2025-12-10 09:00:00,UP,Moderate,92507.4,92870.1,time_exit,4.0,0.003920767419687721,0.0031207674196877208,BULL
2025-12-10 05:00:00,2025-12-10 06:00:00,2025-12-10 10:00:00,UP,Moderate,92508.5,92230.5,time_exit,4.0,-0.0030051292583924694,-0.0038051292583924693,BULL
2025-12-10 06:00:00,2025-12-10 07:00:00,2025-12-10 11:00:00,UP,Moderate,92648.0,92085.5,time_exit,4.0,-0.006071366894050634,-0.006871366894050634,BULL
2025-12-10 07:00:00,2025-12-10 08:00:00,2025-12-10 12:00:00,UP,Moderate,92744.7,91952.1,time_exit,4.0,-0.008546040905841434,-0.009346040905841435,BULL
2025-12-10 08:00:00,2025-12-10 09:00:00,2025-12-10 13:00:00,UP,Moderate,92565.1,92054.6,time_exit,4.0,-0.005515037524941868,-0.0063150375249418685,BULL
2025-12-10 09:00:00,2025-12-10 10:00:00,2025-12-10 14:00:00,UP,Moderate,92870.0,91794.0,time_exit,4.0,-0.011586088080111967,-0.012386088080111967,BULL
2025-12-10 10:00:00,2025-12-10 11:00:00,2025-12-10 15:00:00,UP,Moderate,92230.4,92021.8,time_exit,4.0,-0.0022617271528692084,-0.0030617271528692084,BULL
2025-12-10 11:00:00,2025-12-10 12:00:00,2025-12-10 16:00:00,UP,Moderate,92085.4,92126.7,time_exit,4.0,0.00044849672152147413,-0.0003515032784785259,BULL
2025-12-10 12:00:00,2025-12-10 13:00:00,2025-12-10 17:00:00,UP,Moderate,91952.2,92348.8,time_exit,4.0,0.004313110507415896,0.003513110507415896,BULL
2025-12-10 13:00:00,2025-12-10 14:00:00,2025-12-10 18:00:00,UP,Moderate,92054.5,92448.8,time_exit,4.0,0.004283332156494346,0.003483332156494346,BULL
2025-12-10 14:00:00,2025-12-10 15:00:00,2025-12-10 19:00:00,UP,Moderate,91794.0,92913.8,time_exit,4.0,0.012199054404427256,0.011399054404427256,CHOPPY
2025-12-10 15:00:00,2025-12-10 16:00:00,2025-12-10 20:00:00,UP,Moderate,92021.8,92409.1,time_exit,4.0,0.0042087853095680305,0.0034087853095680306,CHOPPY
2025-12-10 16:00:00,2025-12-10 17:00:00,2025-12-10 21:00:00,UP,Moderate,92126.7,92308.2,time_exit,4.0,0.001970112898866505,0.0011701128988665052,CHOPPY
2025-12-10 17:00:00,2025-12-10 18:00:00,2025-12-10 22:00:00,UP,Moderate,92348.7,92472.2,time_exit,4.0,0.0013373225611188477,0.0005373225611188477,CHOPPY
2025-12-10 18:00:00,2025-12-10 19:00:00,2025-12-10 23:00:00,UP,Moderate,92448.8,91977.5,time_exit,4.0,-0.005097956923183489,-0.005897956923183489,CHOPPY
2025-12-10 19:00:00,2025-12-10 20:00:00,2025-12-11 00:00:00,UP,Moderate,92913.9,91350.1,time_exit,4.0,-0.016830635674532912,-0.01763063567453291,CHOPPY
2025-12-10 21:00:00,2025-12-10 22:00:00,2025-12-11 02:00:00,UP,Moderate,92308.3,90034.4,time_exit,4.0,-0.02463375449444971,-0.02543375449444971,CHOPPY
2025-12-10 22:00:00,2025-12-10 23:00:00,2025-12-11 03:00:00,UP,Moderate,92472.2,89833.1,time_exit,4.0,-0.028539388053923087,-0.029339388053923086,CHOPPY
2025-12-10 23:00:00,2025-12-11 00:00:00,2025-12-11 04:00:00,UP,Moderate,91977.5,90386.6,time_exit,4.0,-0.01729662145633437,-0.01809662145633437,CHOPPY
2025-12-11 00:00:00,2025-12-11 01:00:00,2025-12-11 05:00:00,UP,Moderate,91350.1,90262.0,time_exit,4.0,-0.011911317010052547,-0.012711317010052547,CHOPPY
