raw_ic,cond_ic,n,fold_ics,frac_pos_folds,n_folds,name
0.026383538480852807,0.01924431852451554,1959,"[0.29885057471264365, 0.4438502673796792, -0.052503052503052504, 0.058321479374110946, -0.29379582011160954, 0.049312470365101946, 0.20957799905168323, 0.10280112044817928, -0.07438867438867439, -0.2961320612166669, -0.04322135901083269, -0.014935988620199146, -0.04412133382163102, 0.16825513196480937, 0.12473572938689216, 0.26502463054187186, -0.17030812324929973, -0.1194331983805668, -0.040322580645161296, -0.09224598930481284, 0.05947467166979363, -0.29299221357063404, -0.31393728222996525, 0.10125889436234263, 0.5091932457786118, -0.0025166867272130434, 0.4486486486486487, 0.08536585365853659, 0.006455848561111719, 0.04480796586059744, -0.20381231671554248, -0.12827161494206304, 0.10226480836236937, 0.013967611336032389, -0.03502024291497976, 0.005681818181818182, -0.23337041156840932, -0.006097560975609757, 0.0749534073413824, 0.28743315508021394, -0.22313681868743046, -0.10679907671614032, 0.16690374585111423, -0.11190137505926978, 0.2205801860974275, -0.06778711484593837, -0.32987602301272184, -0.26134453781512607, 0.16628056628056628, 0.4291497975708502, 0.21925133689839574, 0.26679174484052537, -0.0453024453024453, 0.19726495726495727, 0.6644257703081232]",0.5272727272727272,55,alpha011
-0.004366985388209625,-0.007973582560767646,2060,"[0.06918798665183537, 0.2716701902748414, 0.2375533428165007, 0.36330213903743314, 0.18531522120959254, 0.053579895685158835, 0.15548747127694496, -0.04006638217164532, -0.04504504504504504, 0.3543417366946779, 0.22779922779922782, 0.07339901477832511, -0.08917824707298391, -0.1161688003793267, -0.0982620320855615, -0.3566715542521994, 0.28132487667371386, 0.22906403940886697, 0.19187675070028015, 0.1236842105263158, -0.18830645161290324, -0.07352941176470588, -0.2842534831214724, 0.2164627363737486, -0.19041811846689902, -0.19594964422550626, -0.04390243902439025, -0.08217529270160849, -0.15675675675675677, 0.05993031358885018, 0.21107342159973738, -0.02963489805595068, -0.022727272727272724, -0.07641196013289037, 0.09094076655052266, -0.03117408906882591, 0.1327935222672065, -0.1270053475935829, 0.09632925472747497, 0.3860627177700349, 0.159711530670124, -0.02005347593582888, 0.20266963292547271, 0.12700348432055752, 0.12731152204836413, 0.17543859649122803, 0.35577449370552816, 0.23137254901960785, -0.08224617129892231, -0.09887955182072829, 0.3500643500643501, 0.06194331983805668, 0.03977272727272728, -0.04821989779684384, -0.0064350064350064354, 0.004444444444444444, 0.23305322128851544]",0.5789473684210527,57,alpha012
-0.029781663768365815,-0.03493207834875454,1859,"[-0.17971909863689328, -0.08528575834406599, -0.0625000070324861, -0.11529567722552726, 0.33153510608065795, 0.08646914396221358, -0.4019717337252222, 0.032074442045897905, -0.16780315705720666, 0.306779262772725, 0.29850487631294603, -0.2578211587660382, 0.3873276045266168, -0.02466368100474619, 0.10280565735985395, 0.21250417877559072, -0.38635236790900734, -0.2032005526736195, 0.10753649040323554, -0.2496296115289127, -0.43248439689235524, -0.16704205381071244, 0.07859019688158343, -0.08613364875803042, 0.10865682551213986, 0.2178196264545279, 0.3620628359765186, -0.10431753992403929, 0.057714914876072214, 0.04758585276721157, -0.06248418610648441, 0.026727411638157537, -0.03109328157733439, -0.1520989517752424, 0.45227934854173457, 0.19721964591781416, -0.21213642108407174, 0.04051197065782577, -0.025883483735070205, -0.1169701990790321, 0.20742412201104016, 0.6212850410696632, -0.057447111702589815, -0.3867437554624636, -0.4021016008478451, 0.6601855112127005, 0.0594340137557371, 0.19180606297604824, 0.1732845582017855, 0.17298904755777544, 0.03284860055592343, 0.316777602619156]",0.5384615384615384,52,alpha013
-0.026177369184733963,-0.028687667730405767,1958,"[-0.4835164835164835, 0.21524064171122997, 0.6483516483516484, -0.2994310099573257, 0.13053944632892, -0.21740161213845421, 0.19559032716927452, 0.018487394957983194, 0.06023166023166024, 0.3955665024630541, -0.045628624575992996, -0.1206733048838312, 0.2125668449197861, 0.028225806451612902, -0.5754756871035941, 0.21379310344827585, -0.10924369747899161, -0.0757085020242915, 0.5028225806451613, -0.1537433155080214, 0.07636022514071296, -0.035817575083426034, -0.13693379790940768, 0.0990695128626163, 0.28067542213883684, 0.23580260422365687, 0.17297297297297298, 0.13135888501742163, -0.08502024291497975, 0.49217638691322896, 0.2921554252199413, 0.48026902195932264, 0.08031358885017423, -0.5937246963562753, 0.041700404858299595, -0.005681818181818182, 0.3441601779755284, 0.19790940766550527, 0.5073332793128597, -0.002005347593582888, 0.3890989988876529, 0.31759581881533105, -0.2821242294926506, 0.4535324798482693, 0.24083196496989598, -0.10896358543417368, -0.09245604083947818, -0.37535014005602246, 0.10604890604890606, -0.07327935222672065, 0.15975935828877008, -0.18180112570356474, -0.3644787644787645, 0.16717948717948716, -0.14089635854341737]",0.5818181818181818,55,alpha014
0.005676614630939127,0.0042917683260835825,1960,"[0.03723800611354987, 0.4005014751882478, 0.505571674337867, -0.23676566857312045, 0.09061063744341245, -0.159336100704794, 0.44810621855730953, 0.2294278316432348, 0.007851213093032324, -0.2870165152391156, 0.23224253593472932, -0.07562825983878615, -0.13821342072154869, 0.06617781962709343, -0.13061713998475694, 0.6698694462962707, -0.05392912225480855, 0.12673347569736682, 0.15027737664721313, -0.012871949900294345, -0.2817205312916771, 0.1621982432998154, -0.24549176850710708, -0.21577221198428506, -0.24367816762387923, 0.22358413433953034, 0.14006179660932355, 0.030580240924246077, 0.2888876734640826, 0.268610715979137, -0.05461876832844574, 0.16142625660784216, 0.07318348255375129, -0.18300521304878448, 0.271370008951212, -0.2619306392403941, 0.04138391392834796, 0.45255730395073, 0.045298002549235016, 0.4684940730657035, -0.4451612903225806, -0.32353325523959636, -0.1505899159068593, 0.6027982147195637, 0.4937055281882868, -0.05015762129042806, 0.05301556855709972, 0.18099040814224124, 0.2954954954954955, -0.09424507878048057, 0.5879010695187166, -0.1982269339391654, 0.2785787939913384, 0.2670998788213801, 0.1416363182523334]",0.6181818181818182,55,alpha015
-0.040346919024558205,-0.0433090436406717,1859,"[-0.21623703024241855, -0.1656539414596347, 0.003795742460099663, 0.15967252103131616, 0.34844135237233126, -0.0565430359465449, -0.20288433534811998, 0.14276332333846217, -0.037970947821401105, -0.15555747989374688, -0.0695094136786003, -0.21972217744397157, 0.26522067887138817, -0.050171686804246454, 0.18351228828613733, 0.1140493367763731, 0.16662516619872467, -0.09630639611090731, 0.18343726263668178, -0.23558638896252457, -0.2669039245913375, -0.2079482118445723, 0.02244239146925775, 0.22967493947888185, 0.009941143904631845, 0.08307339007431537, 0.40094874488368604, -0.1837183841896125, 0.14871278618425093, 0.015599810062550729, -0.18307935676216724, 0.048706399669581006, -0.22021573874033606, -0.15422277481060798, 0.431733046029239, 0.17444170900745418, 0.061857399033192505, -0.3761407005194983, -0.1378829697886474, -0.09633983763134164, 0.2872050460402901, 0.5504393410047773, -0.07273493142850254, -0.3588891993737703, -0.18878771278799647, 0.29605310488791126, -0.08535845171568972, 0.3699492580869366, 0.12174405044429513, 0.25317111970840955, 0.16216220012179855, -0.022149024404805272]",0.5192307692307693,52,alpha016
-0.007089058749426839,-0.014894843763554409,1939,"[0.17279411764705885, 0.10622710622710621, -0.2515410146989094, 0.10099573257467995, 0.05950687529634897, -0.12185870080606921, 0.6212885154061625, -0.015186615186615189, 0.14778325123152705, -0.0395010395010395, 0.15836889521100045, 0.24732620320855614, 0.3412756598240469, 0.07004933051444678, 0.36354679802955653, 0.22100840336134459, 0.18987854251012146, -0.07943548387096776, -0.241644385026738, 0.11407129455909945, 0.1239154616240267, -0.2736933797909408, -0.07389162561576354, -0.016135084427767357, 0.2800087536929642, -0.2962676962676963, 0.11864111498257843, 0.038844512528723056, 0.11545756282598386, 0.1598240469208211, 0.09699376063528078, -0.2013937282229966, -0.09352226720647773, 0.09696356275303646, -0.24264705882352944, 0.028253615127919914, 0.22891986062717776, 0.2227534235475245, 0.134024064171123, -0.16751946607341492, 0.4113240418118468, -0.10881934566145092, -0.018966334755808438, -0.02353585112205802, 0.09663865546218488, 0.0772222672392837, -0.1061624649859944, 0.11505791505791506, 0.10526315789473685, -0.0982620320855615, -0.12382739212007506, -0.0005148005148005149, 0.005811965811965812, -0.08795518207282914]",0.5925925925925926,54,alpha017
-0.02770846412585687,-0.031341861020854414,1958,"[0.31546804348249746, 0.34696101585891975, 0.1603543365779572, -0.020041507804005602, -0.09892755585609284, 0.17598578450381253, 0.18312283934101867, 0.09142543127261371, 0.10877961225632204, 0.07049545925391916, -0.06961090393578995, 0.08004744241244842, 0.07521939225154906, -0.3028969767277843, -0.07719966849754138, 0.37757246846538345, -0.2683115994354259, -0.15347236597221814, -0.025816863738246352, -0.22090305945192656, 0.09965281430788836, -0.057200094694385244, -0.22448803873990056, 0.18490626222311402, -0.0008446739550385905, -0.08166393776873665, 0.24692479833823944, 0.044262439431453776, 0.06905608848176391, -0.10505721692399789, 0.21162665957115148, -0.3281731333841431, -0.08791879466058469, -0.3680081110026615, 0.14254619540350688, -0.1682133888935293, -0.1649027372732477, -0.045832790873605096, 0.35978926023728586, 0.007357245637490348, 0.13247248817789886, 0.20104577071931315, -0.1047077025819885, -0.1447540022027928, 0.19638461847486935, -0.11814999397199777, -0.14290346864445122, 0.03825941479765163, -0.1334020264514058, 0.12572759167063033, 0.20852847474379438, 0.05892840620089819, -0.005021890957147516, 0.011633879363556216, 0.25665453515160713]",0.5272727272727272,55,alpha018
0.03375759319467963,0.014489033378175467,1712,"[0.27977684091867544, 0.16181771906058792, 0.2749015143521183, -0.2340320898592836, 0.06003583570155471, 0.27553924215196945, 0.28618999401906403, 0.2753477503047833, 0.6287487633858119, 0.2758621665315205, 0.40982283734310065, -0.1976068544980092, -0.16456039484506174, -0.24752765211340577, -0.11148197872795385, -0.5239383872553677, 0.028238564372220807, 0.3354917653782567, 0.01806437756966738, 0.49502405751787415, 0.12683057477172974, 0.04009203851311335, 0.3270011642187853, -0.2430747674571225, -0.011921662000506846, -0.07067846905434996, 0.08675406285163462, -0.04516456275142646, -0.1475403978581745, -0.09396574646738347, 0.1850189763284648, 0.27335819053612515, 0.2749164494617466, -0.06968720806669301, 0.27615356574042993, 0.3220411012102581, 0.2885779181416776, -0.268493311911964, 0.26478006082780425, -0.07676407919612413, 0.10847809504618436, 0.36390585450029594, 0.38770150853121427, 0.042197004142443845, -0.1811183294097595, -0.2726688088811744, 0.23463682052978188, 0.42003422781423067]",0.6458333333333334,48,alpha019
0.046857545169136906,0.04211310286111947,1961,"[0.023804226918798663, -0.08723262032085562, 0.08974358974358974, -0.14722617354196302, -0.001641317430791115, 0.052868658131816015, -0.07325746799431009, 0.273109243697479, 0.10682110682110685, -0.07339901477832511, 0.0042674253200568986, -0.04717875770507349, 0.3465909090909091, 0.3504398826979471, 0.002536997885835095, 0.2492610837438423, 0.046778711484593845, 0.055870445344129556, -0.0125, 0.4231283422459894, 0.07335834896810507, 0.14527252502780869, -0.17787456445993033, 0.1395730706075534, 0.0981238273921201, 0.19181529707845496, 0.05276705276705277, -0.04163763066202092, -0.09793194003720318, 0.005452821242294926, -0.06048387096774193, 0.13248521189530835, 0.04494773519163764, 0.015789473684210527, 0.04554655870445345, 0.03308823529411765, 0.32725250278086765, -0.013240418118466902, 0.10039705048213272, 0.07921122994652408, -0.09899888765294772, 0.22822299651567948, 0.23684210526315785, -0.028449502133712654, 0.012588943623426383, 0.3507002801120448, 0.13653674742727495, 0.0072829131652661075, 0.24761904761904763, 0.0910931174089069, 0.07787433155080214, -0.08836772983114449, 0.0023166023166023165, 0.2622222222222222, 0.0700280112044818]",0.7272727272727273,55,alpha020
