signal_time,direction,strength,confidence,regime,entry_price,exit_price,bars_held,exit_reason,gross_ret,net_ret,win
2026-04-03 07:00:00,UP,Moderate,72.0,TRENDING_BULL,67008.8,66740.7648,2,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-03 08:00:00,DOWN,Strong,98.68995633187772,WARMUP,66935.0,67202.74,3,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-05 22:00:00,UP,Moderate,77.68494803346469,CHOPPY,68313.0,68722.878,1,tp,0.006000000000000005,0.004700000000000005,1
2026-04-07 14:00:00,DOWN,Moderate,78.86208058120253,TRENDING_BEAR,67831.0,68102.324,1,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-08 10:00:00,UP,Moderate,74.27449044818152,WARMUP,71445.7,71874.37419999999,2,tp,0.006000000000000005,0.004700000000000005,1
2026-04-08 12:00:00,UP,Moderate,77.92028828947721,WARMUP,72023.6,71735.5056,1,sl_ambig,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-09 12:00:00,DOWN,Moderate,69.13920394882172,WARMUP,71245.0,70817.53,1,tp,0.006000000000000005,0.004700000000000005,1
2026-04-09 13:00:00,UP,Moderate,72.07354082612092,WARMUP,70765.2,70482.13919999999,1,sl_ambig,-0.004000000000000115,-0.0053000000000001145,0
2026-04-09 14:00:00,DOWN,Moderate,78.03967383677114,WARMUP,71083.5,71367.834,1,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-09 15:00:00,DOWN,Moderate,65.90815004939307,WARMUP,72108.0,72396.432,2,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-10 12:00:00,DOWN,Moderate,77.54080673019011,WARMUP,72225.5,72514.402,2,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-10 15:00:00,DOWN,Moderate,66.79959906365923,WARMUP,72421.0,72710.684,1,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-10 18:00:00,DOWN,Moderate,71.05055978159628,WARMUP,73056.7,73348.9268,2,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-10 19:00:00,DOWN,Moderate,70.21466837617344,WARMUP,73187.3,72748.1762,3,tp,0.006000000000000005,0.004700000000000005,1
2026-04-10 20:00:00,DOWN,Moderate,73.92843658317305,WARMUP,73310.5,72870.637,2,tp,0.006000000000000005,0.004700000000000005,1
2026-04-10 21:00:00,DOWN,Strong,82.44246883478337,WARMUP,73156.2,72717.2628,1,tp,0.006000000000000005,0.004700000000000005,1
2026-04-10 23:00:00,DOWN,Moderate,68.88453391845336,WARMUP,72917.4,72479.89559999999,14,tp,0.006000000000000116,0.004700000000000116,1
2026-04-11 12:00:00,DOWN,Moderate,77.50820922469327,WARMUP,72895.6,72458.2264,1,tp,0.006000000000000116,0.004700000000000116,1
2026-04-11 13:00:00,DOWN,Moderate,78.63443275252898,WARMUP,72612.2,72902.6488,3,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-11 15:00:00,DOWN,Moderate,71.68501780362789,WARMUP,72817.3,73108.5692,1,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-11 17:00:00,DOWN,Moderate,73.2515206078967,WARMUP,73056.2,73348.4248,1,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-11 18:00:00,UP,Moderate,73.63545029817936,WARMUP,73515.9,73221.8364,2,sl,-0.0039999999999998925,-0.0052999999999998925,0
2026-04-11 20:00:00,UP,Moderate,71.73545938694406,WARMUP,73252.9,72959.8884,3,sl,-0.0040000000000000036,-0.0053000000000000035,0
2026-04-11 21:00:00,UP,Moderate,70.65883112813762,WARMUP,73384.7,73091.1612,2,sl,-0.0039999999999998925,-0.0052999999999998925,0
2026-04-12 13:00:00,UP,Moderate,66.72058903382633,TRENDING_BEAR,70861.5,70578.054,2,sl,-0.0039999999999998925,-0.0052999999999998925,0
2026-04-12 14:00:00,UP,Moderate,77.15658519645493,TRENDING_BEAR,70714.3,71138.5858,3,tp,0.006000000000000005,0.004700000000000005,1
2026-04-12 15:00:00,UP,Moderate,69.78924583480926,TRENDING_BEAR,70856.2,71281.3372,5,tp,0.006000000000000005,0.004700000000000005,1
