symbol,universe,level_kind,first_seen_utc,fill_ts,fill_utc,entry_px,atr,pierce_atr,variant_b,status,exit_ts,exit_utc,stopped,gross_r,net_r,flow_reject,flow_att_min,flow_vshock,flow_taker,flow_absorb,flow_vhigh,drv_q,drv_liqburst,drv_gap_oi,v7_align,drv_gap_cvd,side,regime_cell,confluence_kinds
NEAR,added20,session,2026-08-22 15:18,1787353200,2026-08-21 23:00,1.954000,0.036888,0.4609,0,CLOSED,1787364000,2026-08-22 02:00,1,-1.000000,-1.025729,0,34,4.26,0.0762,0.165,0,,,,,,SHORT,TREND_UP,1
UNI,added20,pdh_pdl,2026-08-22 15:18,1787353200,2026-08-21 23:00,4.115000,0.083244,0.2883,0,CLOSED,1787367600,2026-08-22 03:00,1,-1.000000,-1.024010,0,17,3.03,-0.2469,-0.856,0,,,,,,SHORT,TREND_UP,1
UNI,added20,swing,2026-08-22 15:18,1787353200,2026-08-21 23:00,4.115000,0.083244,0.2883,0,CLOSED,1787367600,2026-08-22 03:00,1,-1.000000,-1.024010,0,17,3.03,-0.2469,-0.856,0,,,,,,SHORT,TREND_UP,1
XRP,core9,pdh_pdl,2026-08-22 15:18,1787353200,2026-08-21 23:00,1.439600,0.035360,0.3450,0,CLOSED,1787367600,2026-08-22 03:00,1,-1.000000,-1.019774,0,30,2.66,-0.008,-0.023,0,,,,,,SHORT,TREND_UP,1
XRP,core9,session,2026-08-22 15:18,1787353200,2026-08-21 23:00,1.439600,0.035360,0.3450,0,CLOSED,1787367600,2026-08-22 03:00,1,-1.000000,-1.019774,0,30,2.66,-0.008,-0.023,0,,,,,,SHORT,TREND_UP,1
BNB,core9,session,2026-08-22 15:18,1787356800,2026-08-22 00:00,682.110000,6.709153,0.4218,0,CLOSED,1787364000,2026-08-22 02:00,1,-1.000000,-1.049382,0,14,2.69,0.2597,0.616,0,,,,,,SHORT,TREND_UP,0
BTC,core9,session,2026-08-22 15:18,1787356800,2026-08-22 00:00,77871.330000,932.780725,0.8617,0,CLOSED,1787385600,2026-08-22 08:00,0,0.202399,0.178547,0,37,1.41,0.1034,0.12,0,0,1.16,-0.664,0.000473,-0.0357,SHORT,TREND_UP,0
DOGE,core9,pdh_pdl,2026-08-22 15:18,1787356800,2026-08-22 00:00,0.090920,0.001823,0.4828,0,CLOSED,1787371200,2026-08-22 04:00,1,-1.000000,-1.024230,0,16,5.74,0.1797,0.372,0,,,,,,SHORT,TREND_UP,3
DOGE,core9,pwh_pwl,2026-08-22 15:18,1787356800,2026-08-22 00:00,0.090920,0.001823,0.4828,0,CLOSED,1787371200,2026-08-22 04:00,1,-1.000000,-1.024230,0,16,5.74,0.1797,0.372,0,,,,,,SHORT,TREND_UP,3
DOGE,core9,session,2026-08-22 15:18,1787356800,2026-08-22 00:00,0.090920,0.001823,0.4828,0,CLOSED,1787371200,2026-08-22 04:00,1,-1.000000,-1.024230,0,16,5.74,0.1797,0.372,0,,,,,,SHORT,TREND_UP,3
DOGE,core9,swing,2026-08-22 15:18,1787356800,2026-08-22 00:00,0.090920,0.001823,0.4828,0,CLOSED,1787371200,2026-08-22 04:00,1,-1.000000,-1.024230,0,16,5.74,0.1797,0.372,0,,,,,,SHORT,TREND_UP,3
HBAR,added20,pwh_pwl,2026-08-22 15:18,1787356800,2026-08-22 00:00,0.080630,0.001358,0.1472,1,CLOSED,1787371200,2026-08-22 04:00,1,-1.000000,-1.028829,1,6,7.33,0.2702,1.836,0,,,,,,SHORT,TREND_UP,3
HBAR,added20,swing,2026-08-22 15:18,1787356800,2026-08-22 00:00,0.080820,0.001358,0.0074,1,CLOSED,1787371200,2026-08-22 04:00,1,-1.000000,-1.028897,1,1,9.24,0.3926,3.926,0,,,,,,SHORT,TREND_UP,2
INJ,added20,pdh_pdl,2026-08-22 15:18,1787356800,2026-08-22 00:00,5.085000,0.082600,0.4964,0,CLOSED,1787385600,2026-08-22 08:00,0,0.712560,0.694971,1,23,2.43,0.0987,0.199,0,,,,,,SHORT,TREND_UP,2
INJ,added20,pwh_pwl,2026-08-22 15:18,1787356800,2026-08-22 00:00,5.085000,0.082600,0.4964,0,CLOSED,1787385600,2026-08-22 08:00,0,0.712560,0.694971,1,23,2.43,0.0987,0.199,0,,,,,,SHORT,TREND_UP,2
XRP,core9,swing,2026-08-22 15:18,1787356800,2026-08-22 00:00,1.430000,0.035360,0.6165,0,CLOSED,1787364000,2026-08-22 02:00,1,-1.000000,-1.019643,0,49,2.93,-0.0085,-0.014,0,,,,,,SHORT,TREND_UP,1
ICP,added20,pdh_pdl,2026-08-22 15:18,1787360400,2026-08-22 01:00,2.563000,0.043440,0.2532,0,CLOSED,1787389200,2026-08-22 09:00,0,0.920807,0.903950,0,21,4.26,0.2198,0.868,0,,,,,,SHORT,TREND_UP,
OP,added20,swing,2026-08-22 15:18,1787360400,2026-08-22 01:00,0.108500,0.002036,0.1965,1,CLOSED,1787367600,2026-08-22 03:00,1,-1.000000,-1.025888,0,6,1.05,-0.2522,-1.283,0,,,,,,SHORT,TREND_UP,2
TRX,added20,pdh_pdl,2026-08-22 15:18,1787360400,2026-08-22 01:00,0.343700,0.000929,0.4304,0,CLOSED,1787371200,2026-08-22 04:00,1,-1.000000,-1.179626,0,13,5.93,0.9311,2.163,0,,,,,,SHORT,TREND_UP,1
ARB,added20,pdh_pdl,2026-08-22 15:18,1787364000,2026-08-22 02:00,0.100400,0.002004,0.0998,1,CLOSED,1787371200,2026-08-22 04:00,1,-1.000000,-1.024339,0,1,6.98,-0.2013,-2.013,0,,,,,,SHORT,TREND_UP,0
BNB,core9,pdh_pdl,2026-08-22 15:18,1787364000,2026-08-22 02:00,692.000000,6.813394,0.0719,1,CLOSED,1787367600,2026-08-22 03:00,1,-1.000000,-1.049331,1,2,6.31,0.5259,5.259,1,,,,,,SHORT,TREND_UP,0
DOT,added20,pwh_pwl,2026-08-22 15:18,1787364000,2026-08-22 02:00,0.979000,0.017398,0.1150,1,CLOSED,1787392800,2026-08-22 10:00,0,0.968895,0.952818,0,7,5.17,0.1086,0.944,0,,,,,,SHORT,TREND_UP,3
VET,added20,swing,2026-08-22 15:18,1787364000,2026-08-22 02:00,0.005900,0.000095,0.5714,0,CLOSED,1787392800,2026-08-22 10:00,0,0.873671,0.855835,na,,,,,,,,,,,SHORT,TREND_UP,2
ICP,added20,pwh_pwl,2026-08-22 15:18,1787367600,2026-08-22 03:00,2.624000,0.045339,0.4632,0,CLOSED,1787396400,2026-08-22 11:00,0,1.443106,1.426570,0,22,3.35,-0.15,-0.324,0,,,,,,SHORT,TREND_UP,3
ICP,added20,session,2026-08-22 15:18,1787367600,2026-08-22 03:00,2.624000,0.045339,0.4632,0,CLOSED,1787396400,2026-08-22 11:00,0,1.443106,1.426570,0,22,3.35,-0.15,-0.324,0,,,,,,SHORT,TREND_UP,3
ICP,added20,swing,2026-08-22 15:18,1787367600,2026-08-22 03:00,2.624000,0.045339,0.4632,0,CLOSED,1787396400,2026-08-22 11:00,0,1.443106,1.426570,0,22,3.35,-0.15,-0.324,0,,,,,,SHORT,TREND_UP,3
NEAR,added20,pdh_pdl,2026-08-22 15:18,1787367600,2026-08-22 03:00,2.085000,0.042082,0.1188,1,CLOSED,1787396400,2026-08-22 11:00,0,1.276405,1.262249,1,4,4.53,0.009,0.076,0,,,,,,SHORT,TREND_UP,2
XRP,core9,pwh_pwl,2026-08-22 15:18,1787367600,2026-08-22 03:00,1.549600,0.041660,0.1584,1,CLOSED,1787374800,2026-08-22 05:00,1,-1.000000,-1.018067,0,7,2.34,0.0195,0.123,0,,,,,,SHORT,TREND_UP,3
XRP,core9,swing,2026-08-22 15:18,1787367600,2026-08-22 03:00,1.549600,0.041660,0.1584,1,CLOSED,1787374800,2026-08-22 05:00,1,-1.000000,-1.018067,0,7,2.34,0.0195,0.123,0,,,,,,SHORT,TREND_UP,3
LTC,added20,pdh_pdl,2026-08-22 15:18,1787371200,2026-08-22 04:00,54.700000,0.950110,0.3158,0,CLOSED,1787400000,2026-08-22 12:00,0,0.914180,0.897731,1,23,5.78,0.1919,0.608,1,,,,,,SHORT,TREND_UP,3
LTC,added20,pwh_pwl,2026-08-22 15:18,1787371200,2026-08-22 04:00,54.700000,0.950110,0.3158,0,CLOSED,1787400000,2026-08-22 12:00,0,0.914180,0.897731,1,23,5.78,0.1919,0.608,1,,,,,,SHORT,TREND_UP,3
SAND,added20,pwh_pwl,2026-08-22 15:18,1787371200,2026-08-22 04:00,0.050400,0.001529,0.6281,0,CLOSED,1787400000,2026-08-22 12:00,0,0.732740,0.723320,1,15,16.42,0.2278,0.363,0,,,,,,SHORT,TREND_UP,3
AAVE,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,119.130000,2.974375,0.9649,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.547534,-0.558977,0,10,10.04,0.2101,0.218,1,,,,,,SHORT,TREND_UP,3
AAVE,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,118.870000,2.974375,1.0523,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.572509,-0.583928,0,21,6.38,0.2113,0.201,0,,,,,,SHORT,TREND_UP,3
AAVE,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,119.130000,2.974375,0.9649,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.547534,-0.558977,0,10,10.04,0.2101,0.218,1,,,,,,SHORT,TREND_UP,3
AAVE,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,119.130000,2.974375,0.9649,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.547534,-0.558977,0,10,10.04,0.2101,0.218,1,,,,,,SHORT,TREND_UP,3
ADA,core9,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.239400,0.005710,0.5079,0,CLOSED,1787403600,2026-08-22 13:00,0,0.645475,0.633496,0,8,3.54,0.2157,0.425,0,,,,,,SHORT,TREND_UP,2
ADA,core9,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.237600,0.005710,0.8231,0,CLOSED,1787403600,2026-08-22 13:00,0,0.555409,0.543520,0,18,2.88,0.1084,0.132,0,,,,,,SHORT,TREND_UP,3
ADA,core9,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.223900,0.005142,0.5445,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.144465,-0.156906,0,15,2.91,0.058,0.107,0,,,,,,SHORT,TREND_UP,0
ADA,core9,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.239400,0.005710,0.5079,0,CLOSED,1787403600,2026-08-22 13:00,0,0.645475,0.633496,0,8,3.54,0.2157,0.425,0,,,,,,SHORT,TREND_UP,2
ALGO,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.097700,0.001462,0.9573,0,CLOSED,1787403600,2026-08-22 13:00,0,0.840090,0.821003,0,59,3.47,0.032,0.033,0,,,,,,SHORT,TREND_UP,0
ALGO,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.104000,0.001791,0.4468,0,CLOSED,1787403600,2026-08-22 13:00,0,1.691322,1.674728,0,11,3.32,0.0628,0.141,0,,,,,,SHORT,TREND_UP,3
ALGO,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.095400,0.001527,0.9171,0,CLOSED,1787403600,2026-08-22 13:00,0,0.374333,0.356478,0,31,1.42,0.0342,0.037,0,,,,,,SHORT,TREND_UP,0
ALGO,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.104000,0.001791,0.4468,0,CLOSED,1787403600,2026-08-22 13:00,0,1.691322,1.674728,0,11,3.32,0.0628,0.141,0,,,,,,SHORT,TREND_UP,3
APT,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.696000,0.014383,1.1819,0,CLOSED,1787403600,2026-08-22 13:00,0,1.152127,1.138302,0,19,7.04,-0.1633,-0.138,0,,,,,,SHORT,TREND_UP,2
APT,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.696000,0.014383,1.1819,0,CLOSED,1787403600,2026-08-22 13:00,0,1.152127,1.138302,0,19,7.04,-0.1633,-0.138,0,,,,,,SHORT,TREND_UP,2
APT,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.696000,0.014383,1.1819,0,CLOSED,1787403600,2026-08-22 13:00,0,1.152127,1.138302,0,19,7.04,-0.1633,-0.138,0,,,,,,SHORT,TREND_UP,2
ARB,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.101300,0.002046,0.4398,0,CLOSED,1787403600,2026-08-22 13:00,0,0.307190,0.293046,0,11,1.2,0.245,0.557,0,,,,,,SHORT,TREND_UP,3
ARB,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.101300,0.002046,0.4398,0,CLOSED,1787403600,2026-08-22 13:00,0,0.307190,0.293046,0,11,1.2,0.245,0.557,0,,,,,,SHORT,TREND_UP,3
ARB,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.101300,0.002046,0.4398,0,CLOSED,1787403600,2026-08-22 13:00,0,0.307190,0.293046,0,11,1.2,0.245,0.557,0,,,,,,SHORT,TREND_UP,3
ARB,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.101300,0.002046,0.4398,0,CLOSED,1787403600,2026-08-22 13:00,0,0.307190,0.293046,0,11,1.2,0.245,0.557,0,,,,,,SHORT,TREND_UP,3
ATOM,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.630000,0.023669,0.8450,0,CLOSED,1787403600,2026-08-22 13:00,0,0.458700,0.439024,0,20,7.15,0.2582,0.306,0,,,,,,SHORT,TREND_UP,3
ATOM,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.630000,0.023669,0.8450,0,CLOSED,1787403600,2026-08-22 13:00,0,0.458700,0.439024,0,20,7.15,0.2582,0.306,0,,,,,,SHORT,TREND_UP,3
ATOM,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.584000,0.020527,0.6820,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.111350,-0.133397,0,18,4.43,0.0644,0.094,0,,,,,,SHORT,TREND_UP,0
ATOM,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.630000,0.023669,0.8450,0,CLOSED,1787403600,2026-08-22 13:00,0,0.458700,0.439024,0,20,7.15,0.2582,0.306,0,,,,,,SHORT,TREND_UP,3
AVAX,core9,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,7.724000,0.134812,0.4154,0,CLOSED,1787403600,2026-08-22 13:00,0,0.387841,0.371471,0,22,2.98,0.1267,0.305,0,,,,,,SHORT,TREND_UP,1
AVAX,core9,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,7.724000,0.134812,0.4154,0,CLOSED,1787403600,2026-08-22 13:00,0,0.387841,0.371471,0,22,2.98,0.1267,0.305,0,,,,,,SHORT,TREND_UP,1
AXS,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.035000,0.015125,0.5950,0,CLOSED,1787403600,2026-08-22 13:00,0,0.528915,0.509364,0,17,3.21,0.2374,0.399,0,,,,,,SHORT,TREND_UP,3
AXS,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.035000,0.015125,0.5950,0,CLOSED,1787403600,2026-08-22 13:00,0,0.528915,0.509364,0,17,3.21,0.2374,0.399,0,,,,,,SHORT,TREND_UP,3
AXS,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.035000,0.015125,0.5950,0,CLOSED,1787403600,2026-08-22 13:00,0,0.528915,0.509364,0,17,3.21,0.2374,0.399,0,,,,,,SHORT,TREND_UP,3
AXS,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.035000,0.015125,0.5950,0,CLOSED,1787403600,2026-08-22 13:00,0,0.528915,0.509364,0,17,3.21,0.2374,0.399,0,,,,,,SHORT,TREND_UP,3
BNB,core9,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,695.510000,8.203866,2.3172,0,CLOSED,1787403600,2026-08-22 13:00,0,0.009403,-0.014819,0,43,6.05,0.2682,0.116,1,,,,,,SHORT,TREND_UP,1
BNB,core9,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,701.730000,8.203866,1.5590,0,CLOSED,1787403600,2026-08-22 13:00,0,0.226026,0.201587,0,17,9.83,0.2126,0.136,1,,,,,,SHORT,TREND_UP,0
DOGE,core9,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.089090,0.001823,1.4869,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.333902,-0.347868,0,25,6.12,0.2816,0.189,0,,,,,,SHORT,TREND_UP,2
DOGE,core9,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.089090,0.001823,1.4869,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.333902,-0.347868,0,25,6.12,0.2816,0.189,0,,,,,,SHORT,TREND_UP,2
DOGE,core9,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.089090,0.001823,1.4869,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.333902,-0.347868,0,25,6.12,0.2816,0.189,0,,,,,,SHORT,TREND_UP,2
DOT,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.920000,0.015481,0.6460,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.221475,-0.238454,0,12,3.96,0.1347,0.209,0,,,,,,SHORT,TREND_UP,2
DOT,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.920000,0.015481,0.6460,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.221475,-0.238454,0,12,3.96,0.1347,0.209,0,,,,,,SHORT,TREND_UP,2
DOT,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.920000,0.015481,0.6460,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.221475,-0.238454,0,12,3.96,0.1347,0.209,0,,,,,,SHORT,TREND_UP,2
ETC,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,7.790000,0.140091,1.4276,0,CLOSED,1787378400,2026-08-22 06:00,1,-1.000000,-1.027009,0,33,5.46,0.3578,0.251,0,,,,,,SHORT,TREND_UP,1
ETC,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,7.770000,0.140091,1.5704,0,CLOSED,1787378400,2026-08-22 06:00,1,-1.000000,-1.026940,0,37,5.22,0.3475,0.221,0,,,,,,SHORT,TREND_UP,3
ETC,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,7.790000,0.140091,1.4276,0,CLOSED,1787378400,2026-08-22 06:00,1,-1.000000,-1.027009,0,33,5.46,0.3578,0.251,0,,,,,,SHORT,TREND_UP,1
ETC,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,7.770000,0.140091,1.5704,0,CLOSED,1787378400,2026-08-22 06:00,1,-1.000000,-1.026940,0,37,5.22,0.3475,0.221,0,,,,,,SHORT,TREND_UP,3
ETH,core9,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,2475.980000,35.092365,1.2789,0,CLOSED,1787403600,2026-08-22 13:00,0,0.373626,0.353467,0,36,4.14,0.277,0.217,0,,,,,,SHORT,TREND_UP,1
ETH,core9,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,2464.910000,35.092365,1.5944,0,CLOSED,1787403600,2026-08-22 13:00,0,0.283497,0.263428,0,37,4.41,0.2677,0.168,0,,,,,,SHORT,TREND_UP,3
ETH,core9,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,2475.980000,35.092365,1.2789,0,CLOSED,1787403600,2026-08-22 13:00,0,0.373626,0.353467,0,36,4.14,0.277,0.217,0,,,,,,SHORT,TREND_UP,1
ETH,core9,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,2464.910000,35.092365,1.5944,0,CLOSED,1787403600,2026-08-22 13:00,0,0.283497,0.263428,0,37,4.41,0.2677,0.168,0,,,,,,SHORT,TREND_UP,3
HBAR,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.081410,0.001437,0.5775,0,CLOSED,1787403600,2026-08-22 13:00,0,0.880617,0.864434,0,18,3.47,0.267,0.462,0,,,,,,SHORT,TREND_UP,2
HBAR,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.084830,0.001634,1.0222,0,CLOSED,1787403600,2026-08-22 13:00,0,1.372873,1.358038,0,24,4.34,-0.0786,-0.077,0,,,,,,SHORT,TREND_UP,3
HBAR,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.081600,0.001437,0.4453,0,CLOSED,1787403600,2026-08-22 13:00,0,0.918386,0.902165,0,15,3.46,0.2029,0.456,0,,,,,,SHORT,TREND_UP,0
HBAR,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.081410,0.001437,0.5775,0,CLOSED,1787403600,2026-08-22 13:00,0,0.880617,0.864434,0,18,3.47,0.267,0.462,0,,,,,,SHORT,TREND_UP,2
INJ,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,5.159000,0.088559,0.5646,0,CLOSED,1787403600,2026-08-22 13:00,0,1.142094,1.125450,0,43,2.62,-0.2644,-0.468,0,,,,,,SHORT,TREND_UP,3
LINK,core9,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,11.857000,0.214904,1.5356,0,CLOSED,1787403600,2026-08-22 13:00,0,0.106360,0.090596,0,56,2.69,0.1384,0.09,0,,,,,,SHORT,TREND_UP,2
LTC,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,52.400000,0.782245,0.5113,0,CLOSED,1787403600,2026-08-22 13:00,0,0.069397,0.050258,0,44,1.96,0.3169,0.62,0,,,,,,SHORT,TREND_UP,0
NEAR,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,2.066000,0.042082,0.5703,0,CLOSED,1787403600,2026-08-22 13:00,0,1.052355,1.038328,0,37,2.81,-0.0938,-0.164,0,,,,,,SHORT,TREND_UP,3
NEAR,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.949000,0.036888,0.5964,0,CLOSED,1787403600,2026-08-22 13:00,0,0.294330,0.279234,0,41,3.9,0.1016,0.17,0,,,,,,SHORT,TREND_UP,1
NEAR,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,1.949000,0.036888,0.5964,0,CLOSED,1787403600,2026-08-22 13:00,0,0.294330,0.279234,0,41,3.9,0.1016,0.17,0,,,,,,SHORT,TREND_UP,1
OP,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.111400,0.002113,0.3313,0,CLOSED,1787403600,2026-08-22 13:00,0,0.297493,0.282429,0,3,5.15,0.4415,1.333,0,,,,,,SHORT,TREND_UP,3
OP,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.111400,0.002113,0.3313,0,CLOSED,1787403600,2026-08-22 13:00,0,0.297493,0.282429,0,3,5.15,0.4415,1.333,0,,,,,,SHORT,TREND_UP,3
OP,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.105600,0.002022,0.7914,0,CLOSED,1787378400,2026-08-22 06:00,1,-1.000000,-1.025370,0,44,2.77,0.0164,0.021,0,,,,,,SHORT,TREND_UP,0
OP,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.111400,0.002113,0.3313,0,CLOSED,1787403600,2026-08-22 13:00,0,0.297493,0.282429,0,3,5.15,0.4415,1.333,0,,,,,,SHORT,TREND_UP,3
SAND,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.052000,0.001706,0.1699,1,CLOSED,1787403600,2026-08-22 13:00,0,0.961047,0.952341,1,2,6.72,-0.2575,-1.516,0,,,,,,SHORT,TREND_UP,2
SAND,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.052000,0.001706,0.1699,1,CLOSED,1787403600,2026-08-22 13:00,0,0.961047,0.952341,1,2,6.72,-0.2575,-1.516,0,,,,,,SHORT,TREND_UP,2
SAND,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.052000,0.001706,0.1699,1,CLOSED,1787403600,2026-08-22 13:00,0,0.961047,0.952341,1,2,6.72,-0.2575,-1.516,0,,,,,,SHORT,TREND_UP,2
SOL,core9,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,94.990000,1.353277,0.5912,0,CLOSED,1787403600,2026-08-22 13:00,0,0.183681,0.163626,0,27,1.88,0.2109,0.357,0,,,,,,SHORT,TREND_UP,0
SOL,core9,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,98.410000,1.774713,2.4398,0,CLOSED,1787403600,2026-08-22 13:00,0,0.690655,0.674812,0,29,9.41,0.0606,0.025,1,,,,,,SHORT,TREND_UP,3
SOL,core9,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,92.160000,1.276784,1.3236,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.438602,-0.459225,0,49,2.31,0.2126,0.161,0,,,,,,SHORT,TREND_UP,0
SOL,core9,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,95.990000,1.406614,1.1375,0,CLOSED,1787403600,2026-08-22 13:00,0,0.379838,0.360340,0,56,2.85,0.2837,0.249,0,,,,,,SHORT,TREND_UP,2
SUI,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.830700,0.018097,0.9394,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.055259,-0.068374,0,27,2.27,0.0047,0.005,0,,,,,,SHORT,TREND_UP,1
SUI,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.828700,0.018097,1.0499,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.086835,-0.099919,0,35,2.31,-0.0171,-0.016,0,,,,,,SHORT,TREND_UP,3
SUI,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.830700,0.018097,0.9394,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.055259,-0.068374,0,27,2.27,0.0047,0.005,0,,,,,,SHORT,TREND_UP,1
SUI,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.828700,0.018097,1.0499,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.086835,-0.099919,0,35,2.31,-0.0171,-0.016,0,,,,,,SHORT,TREND_UP,3
TRX,added20,session,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.341600,0.000882,0.3403,0,CLOSED,1787378400,2026-08-22 06:00,1,-1.000000,-1.188200,0,28,6.37,0.3779,1.11,0,,,,,,SHORT,TREND_UP,1
TRX,added20,swing,2026-08-22 15:18,1787374800,2026-08-22 05:00,0.341600,0.000882,0.3403,0,CLOSED,1787378400,2026-08-22 06:00,1,-1.000000,-1.188200,0,28,6.37,0.3779,1.11,0,,,,,,SHORT,TREND_UP,1
UNI,added20,pdh_pdl,2026-08-22 15:18,1787374800,2026-08-22 05:00,4.090000,0.083244,0.5886,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.717337,-0.731375,0,37,2.96,-0.0329,-0.056,0,,,,,,SHORT,TREND_UP,2
UNI,added20,pwh_pwl,2026-08-22 15:18,1787374800,2026-08-22 05:00,4.090000,0.083244,0.5886,0,CLOSED,1787403600,2026-08-22 13:00,0,-0.717337,-0.731375,0,37,2.96,-0.0329,-0.056,0,,,,,,SHORT,TREND_UP,2
