entry_ts,exit_ts,side,tier,entry_price,exit_price,exit_reason,bars_held,gross_pct,net_pct,size_frac,equity_ret_pct,equity_after,win
2025-12-22 10:00:00,2025-12-23 03:00:00,SHORT,Moderate,89785.3,88128.2,opp_signal,17,0.018456250633455684,0.017656250633455686,1.0,1.7656250633455686,1170.5074882595231,1
2025-12-25 05:00:00,2025-12-25 17:00:00,LONG,Moderate,87740.5,88096.2,opp_signal,12,0.00405400014816415,0.0032540001481641497,1.0,0.32540001481641495,1174.316319799747,1
2025-12-25 19:00:00,2025-12-25 23:00:00,SHORT,Moderate,88198.5,87182.8,opp_signal,4,0.011516068867384321,0.010716068867384321,1.0,1.071606886738432,1186.9003743548144,1
2025-12-26 01:00:00,2025-12-26 02:00:00,LONG,Strong,87084.4,89151.8,opp_signal,1,0.02374018767999786,0.02294018767999786,1.0,2.294018767999786,1214.1280916999738,1
2025-12-26 04:00:00,2025-12-26 16:00:00,SHORT,Moderate,88796.2,86821.7,opp_signal,12,0.022236311914248574,0.021436311914248576,1.0,2.1436311914248574,1240.154520177506,1
2025-12-29 05:00:00,2025-12-29 13:00:00,SHORT,Strong,90100.1,87354.3,opp_signal,8,0.03047499392342523,0.029674993923425232,1.0,2.967499392342523,1276.9560980278818,1
2025-12-29 15:00:00,2025-12-30 04:00:00,LONG,Strong,87400.0,87262.0,opp_signal,13,-0.0015789473684210131,-0.002378947368421013,1.0,-0.2378947368421013,1273.9182866788892,0
2025-12-30 14:00:00,2025-12-30 15:00:00,SHORT,Moderate,88069.9,88913.5793928712,trail_stop,1,-0.009579656532722192,-0.010379656532722192,1.0,-1.0379656532722192,1260.6954524124085,0
2025-12-30 18:00:00,2025-12-31 16:00:00,SHORT,Moderate,88330.2,87625.9,opp_signal,22,0.007973490380413506,0.007173490380413506,1.0,0.7173490380413505,1269.73903911292,1
2026-01-06 05:00:00,2026-01-06 20:00:00,SHORT,Moderate,93758.8,92644.42029936325,trail_stop,15,0.011885601145031233,0.011085601145031232,1.0,1.1085601145031232,1283.8148596588012,1
2026-01-07 09:00:00,2026-01-07 18:00:00,SHORT,Moderate,92680.4,90857.4,opp_signal,9,0.019669746785728193,0.018869746785728194,1.0,1.8869746785728194,1308.0401209803179,1
2026-01-16 05:00:00,2026-01-19 05:00:00,SHORT,Moderate,95233.4,92471.4,time_cap,72,0.029002429819790065,0.028202429819790067,1.0,2.8202429819790065,1344.930030693735,1
2026-01-20 06:00:00,2026-01-20 12:00:00,LONG,Strong,91590.1,91240.0,opp_signal,6,-0.003822465528479646,-0.004622465528479646,1.0,-0.4622465528479646,1338.7131379886362,0
2026-01-20 17:00:00,2026-01-20 22:00:00,LONG,Strong,90131.8,88863.26744106883,trail_stop,5,-0.014074195333180661,-0.014874195333180662,1.0,-1.4874195333180662,1318.800857279098,0
2026-01-21 00:00:00,2026-01-21 12:00:00,LONG,Strong,88390.7,88156.3975709436,trail_stop,12,-0.00265075883612631,-0.00345075883612631,0.915205931307303,-0.3158154954333885,1314.6358798179022,0
2026-01-21 14:00:00,2026-01-21 16:00:00,LONG,Strong,88631.1,88890.74983784316,trail_stop,2,0.0029295567565239544,0.0021295567565239545,1.0,0.21295567565239545,1317.4354715381373,1
2026-01-21 18:00:00,2026-01-22 01:00:00,LONG,Moderate,87897.0,90071.1,opp_signal,7,0.024734632581316918,0.02393463258131692,0.7238393231197257,1.732482824677977,1340.259814808751,1
2026-01-22 03:00:00,2026-01-22 15:00:00,SHORT,Moderate,89901.9,88953.6,opp_signal,12,0.010548164165606999,0.009748164165606999,0.7502104823255341,0.7313174940468514,1350.0613693001271,1
2026-01-22 17:00:00,2026-01-22 18:00:00,SHORT,Strong,89006.9,89295.5,opp_signal,1,-0.003242445248626824,-0.004042445248626824,1.0,-0.4042445248626824,1344.6038201324452,0
2026-01-22 20:00:00,2026-01-23 02:00:00,LONG,Moderate,89732.8,89611.2,opp_signal,6,-0.0013551343544390138,-0.0021551343544390137,1.0,-0.21551343544390136,1341.7060182465677,0
2026-01-23 04:00:00,2026-01-23 09:00:00,SHORT,Moderate,89886.2,88939.9,opp_signal,5,0.010527756207293293,0.009727756207293293,1.0,0.9727756207293292,1354.7578072939286,1
2026-01-23 11:00:00,2026-01-23 15:00:00,LONG,Moderate,89016.6,89711.2,opp_signal,4,0.007803038983740018,0.007003038983740018,1.0,0.7003038983740018,1364.2452290319343,1
2026-01-23 17:00:00,2026-01-23 20:00:00,SHORT,Strong,90079.1,89456.4,opp_signal,3,0.006912813294093878,0.006112813294093878,1.0,0.6112813294093877,1372.584605404365,1
2026-01-23 22:00:00,2026-01-25 16:00:00,LONG,Strong,89301.2,87973.10594231526,trail_stop,42,-0.014872074033548621,-0.01567207403354862,0.9298362793525224,-1.4572463009092127,1352.5826670152605,0
2026-01-25 20:00:00,2026-01-26 16:00:00,LONG,Moderate,86459.4,87456.32092080051,trail_stop,20,0.011530509358155694,0.010730509358155694,1.0,1.0730509358155693,1367.096567981347,1
2026-01-28 15:00:00,2026-01-28 19:00:00,LONG,Moderate,89578.1,89043.83194044366,trail_stop,4,-0.005964270949666783,-0.006764270949666784,1.0,-0.6764270949666784,1357.8491563811617,0
2026-01-29 03:00:00,2026-01-29 15:00:00,LONG,Moderate,87857.9,86565.30245629004,trail_stop,12,-0.014712365577938424,-0.015512365577938425,0.9268211807276917,-1.4377188980824491,1338.3271024524165,0
2026-01-29 18:00:00,2026-01-30 01:00:00,LONG,Moderate,84225.0,82427.89895393155,trail_stop,7,-0.021336907641061997,-0.022136907641061996,0.7414169121598462,-1.6412677708003889,1316.3615710519782,0
2026-01-30 03:00:00,2026-01-31 14:00:00,LONG,Moderate,82128.0,81875.45684313706,trail_stop,35,-0.0030749946043120424,-0.0038749946043120423,0.6030967403108639,-0.2336996614582779,1313.2852385168628,0
2026-02-03 06:00:00,2026-02-03 20:00:00,SHORT,Moderate,78202.8,75354.07351524563,trail_stop,14,0.03642742311981628,0.03562742311981628,0.6345380362627383,2.2606955103549904,1342.9746189421685,1
2026-02-04 02:00:00,2026-02-04 15:00:00,LONG,Moderate,76392.1,73823.5758925356,trail_stop,13,-0.03362290220408126,-0.034422902204081264,0.4882962793361351,-1.6808575070204526,1320.4011292422997,0
2026-02-04 22:00:00,2026-02-06 01:00:00,SHORT,Moderate,72772.9,63460.4,trail_stop,27,0.12796659195936944,0.12716659195936944,0.4627787097343329,5.884999134826939,1398.106724274454,1
2026-02-07 05:00:00,2026-02-07 07:00:00,LONG,Moderate,70728.6,67488.10551968735,trail_stop,2,-0.04581590022017479,-0.04661590022017479,0.38629512882064887,-1.8007495180642934,1372.9303241750574,0
2026-02-07 16:00:00,2026-02-09 10:00:00,LONG,Moderate,69122.1,68808.67729745839,trail_stop,42,-0.004534334207751511,-0.005334334207751512,0.3959651163135425,-0.2112210265027636,1370.0304066511671,0
2026-02-10 07:00:00,2026-02-11 14:00:00,SHORT,Moderate,68872.4,68613.53400221418,trail_stop,31,0.003758631872648799,0.002958631872648799,0.6065557161313274,0.17945750742834624,1372.4890290699536,1
2026-02-11 23:00:00,2026-02-12 15:00:00,SHORT,Moderate,67392.1,67107.0,opp_signal,16,0.004230466182238102,0.003430466182238102,0.5459157566288687,0.187274554146626,1375.0593517798557,1
2026-02-12 18:00:00,2026-02-15 12:00:00,LONG,Moderate,65383.8,69284.9,opp_signal,66,0.059664626405929067,0.058864626405929064,0.5636883286638179,3.3181302876178194,1420.6856126039845,1
2026-02-15 15:00:00,2026-02-16 04:00:00,LONG,Moderate,69139.9,68832.4,opp_signal,13,-0.004447504263095592,-0.005247504263095592,0.8986324209781628,-0.47155774600388217,1413.9862595513878,0
2026-02-16 06:00:00,2026-02-16 10:00:00,LONG,Strong,68350.1,68762.0,opp_signal,4,0.006026326223370404,0.005226326223370404,0.9133207296632995,0.47733120797870937,1420.7356572447572,1
2026-02-16 13:00:00,2026-02-16 15:00:00,SHORT,Strong,69739.3,67505.5,opp_signal,2,0.03203072012480768,0.031230720124807678,0.9429459929545586,2.944888239877269,1462.574734534701,1
2026-02-16 17:00:00,2026-02-17 14:00:00,LONG,Strong,67854.1,67343.57516614483,trail_stop,21,-0.0075238612531177695,-0.00832386125311777,0.7199279158697078,-0.5992580083945691,1453.8101383092462,0
2026-02-19 06:00:00,2026-02-19 13:00:00,SHORT,Moderate,66847.6,65871.2,opp_signal,7,0.014606358343456027,0.013806358343456027,0.9846961262409402,1.3595067578295432,1473.5747853855714,1
2026-02-19 15:00:00,2026-02-20 04:00:00,LONG,Strong,66382.0,67228.4,opp_signal,13,0.012750444397577665,0.011950444397577665,0.894865541901431,1.0694040901801256,1489.3332544123477,1
2026-02-20 08:00:00,2026-02-20 11:00:00,SHORT,Moderate,67794.8,67290.5,opp_signal,3,0.007438623611250472,0.006638623611250472,1.0,0.6638623611250472,1499.2203773201102,1
2026-02-20 15:00:00,2026-02-20 22:00:00,LONG,Strong,67043.2,68049.8,opp_signal,7,0.015014199799532335,0.014214199799532335,0.8991865968877836,1.2781217945224495,1518.3822397105603,1
2026-02-21 21:00:00,2026-02-23 02:00:00,SHORT,Strong,68180.9,64742.4,opp_signal,29,0.05043201248443474,0.04963201248443474,1.0,4.9632012484434735,1593.7426059880188,1
2026-02-27 05:00:00,2026-02-27 11:00:00,LONG,Moderate,67709.1,66398.07698867464,trail_stop,6,-0.019362582154028973,-0.020162582154028972,0.7828895095535515,-1.5785074053900932,1568.5852609296408,0
2026-02-27 13:00:00,2026-02-28 02:00:00,LONG,Moderate,65902.5,65926.9,opp_signal,13,0.000370243920943647,-0.00042975607905635304,0.7640379580176747,-0.03283499570878984,1568.070216026526,1
2026-02-28 06:00:00,2026-02-28 06:00:00,LONG,Moderate,65558.6,64223.382002594495,trail_stop,0,-0.020366786316448393,-0.02116678631644839,0.981990957692126,-2.0785592766153744,1535.4769470874637,0
2026-02-28 08:00:00,2026-03-01 03:00:00,LONG,Strong,63787.4,67474.7,opp_signal,19,0.05780608709557056,0.057006087095570555,0.6552131778348007,3.735113948181621,1592.828760709241,1
2026-03-05 05:00:00,2026-03-08 05:00:00,SHORT,Strong,72784.1,67115.4,time_cap,72,0.07788376857033352,0.07708376857033353,0.6309733616090155,4.863780458031472,1670.3004547025216,1
2026-03-08 10:00:00,2026-03-09 03:00:00,SHORT,Moderate,67663.0,66750.47506649586,trail_stop,17,0.013486320936171081,0.01268632093617108,1.0,1.268632093617108,1691.4904223307105,1
2026-03-17 08:00:00,2026-03-18 18:00:00,SHORT,Moderate,74212.8,71066.5,opp_signal,34,0.04239565142401314,0.041595651424013134,0.7505669468047135,3.122032108967467,1744.2992964359846,1
2026-03-18 20:00:00,2026-03-19 03:00:00,LONG,Moderate,71030.3,71180.0,opp_signal,7,0.0021075512844517252,0.0013075512844517253,0.7522355391139206,0.09835865453786428,1746.0149657550726,1
2026-03-20 12:00:00,2026-03-21 23:00:00,LONG,Moderate,70440.0,69443.25891883517,trail_stop,35,-0.014150214099443947,-0.014950214099443948,0.861946029278692,-1.2886277679882028,1723.515332073123,0
2026-03-23 08:00:00,2026-03-23 11:00:00,LONG,Strong,68305.9,70097.3,opp_signal,3,0.026226138591249226,0.025426138591249228,0.7869030466483309,2.000790592195672,1757.999264692292,1
2026-03-23 15:00:00,2026-03-23 23:00:00,LONG,Moderate,71409.8,70865.9,opp_signal,8,-0.007616601642911891,-0.008416601642911891,0.6150080419263865,-0.5176277696081649,1748.8993723087374,0
2026-03-24 03:00:00,2026-03-24 16:00:00,SHORT,Moderate,70416.0,69448.3,opp_signal,13,0.013742615314701112,0.012942615314701112,0.7229951995060704,0.9357448741582652,1765.2646085393023,1
2026-03-24 18:00:00,2026-03-26 05:00:00,LONG,Strong,69205.0,70192.12714530129,trail_stop,35,0.01426381251790021,0.01346381251790021,0.7656382251799432,1.0308409520360617,1783.4616790359248,1
2026-03-29 23:00:00,2026-03-30 17:00:00,LONG,Strong,65820.2,66932.06462134657,trail_stop,18,0.016892452793315194,0.016092452793315195,1.0,1.6092452793315195,1812.1619519144972,1
2026-03-30 19:00:00,2026-03-31 05:00:00,LONG,Strong,66620.6,67648.9,opp_signal,10,0.01543516569949821,0.01463516569949821,0.8927170522961982,1.306506198312247,1835.8379601397164,1
2026-03-31 07:00:00,2026-03-31 09:00:00,SHORT,Moderate,67465.4,66099.3,opp_signal,2,0.020248897953617617,0.01944889795361762,0.9153644352346931,1.780282949125037,1868.5210703176488,1
2026-03-31 11:00:00,2026-03-31 13:00:00,LONG,Strong,66329.4,67255.6,opp_signal,2,0.01396364206520806,0.01316364206520806,0.8338829351251162,1.0976936482272144,1889.0317074223126,1
2026-03-31 15:00:00,2026-03-31 21:00:00,LONG,Moderate,66556.0,68234.6,opp_signal,6,0.02522086663862022,0.024420866638620222,0.731239517173294,1.7857502729778054,1922.765096294244,1
2026-04-01 05:00:00,2026-04-01 06:00:00,LONG,Strong,68272.3,69069.1,opp_signal,1,0.011670911921819016,0.010870911921819016,0.8019305479091864,0.871771635373683,1939.5272170186026,1
2026-04-01 09:00:00,2026-04-02 03:00:00,SHORT,Moderate,68630.9,66538.4,opp_signal,18,0.030489181986539604,0.029689181986539605,0.7908418864432248,2.347944868919119,1985.0662467918808,1
2026-04-06 06:00:00,2026-04-06 09:00:00,SHORT,Moderate,69167.0,69831.06044635868,trail_stop,3,-0.009600827654208999,-0.010400827654208999,1.0,-1.0400827654209,1964.419914876811,0
2026-04-06 11:00:00,2026-04-06 16:00:00,SHORT,Moderate,69739.2,70311.58853920586,trail_stop,5,-0.008207558148155769,-0.00900755814815577,1.0,-0.900755814815577,1946.7252882661628,0
2026-04-06 19:00:00,2026-04-06 22:00:00,SHORT,Moderate,69852.8,68777.1,opp_signal,3,0.015399525860094299,0.014599525860094298,1.0,1.4599525860094298,1975.1465544547043,1
2026-04-07 02:00:00,2026-04-07 07:00:00,LONG,Moderate,68363.9,68592.1,opp_signal,5,0.003338019042213869,0.002538019042213869,0.9736866659841846,0.24712352994175957,1980.0276063415959,1
2026-04-07 09:00:00,2026-04-07 16:00:00,SHORT,Moderate,68907.1,68207.2,opp_signal,7,0.010157153616971337,0.009357153616971337,1.0,0.9357153616971337,1998.5550288199784,1
2026-04-07 18:00:00,2026-04-08 02:00:00,LONG,Moderate,68670.1,71311.97362801948,trail_stop,8,0.038471964188481866,0.037671964188481864,0.9594639493051752,3.614489153836394,2070.7925835701285,1
2026-04-08 04:00:00,2026-04-08 14:00:00,LONG,Moderate,71259.7,71047.28416543722,trail_stop,10,-0.0029808690544975702,-0.00378086905449757,0.7868714334335722,-0.2975057852537138,2064.6318558334024,0
2026-04-14 19:00:00,2026-04-15 22:00:00,SHORT,Moderate,74049.9,75310.30465518127,trail_stop,27,-0.017021017654058612,-0.01782101765405861,0.7956773738664349,-1.417978052660873,2035.35582924944,0
2026-04-16 14:00:00,2026-04-17 13:00:00,LONG,Moderate,73756.0,77294.3,opp_signal,23,0.04797304626064314,0.047173046260643135,0.9731600055569832,4.5906921961147305,2128.79275046596,1
2026-04-17 15:00:00,2026-04-20 07:00:00,SHORT,Moderate,77825.1,75532.40379312677,trail_stop,64,0.02945959859830871,0.028659598598308713,0.8353004355476844,2.393937519178907,2179.7547188249255,1
2026-04-22 06:00:00,2026-04-22 07:00:00,SHORT,Strong,77954.4,77979.8,opp_signal,1,-0.00032583151175580305,-0.001125831511755803,0.8538414354295615,-0.0961281594049408,2177.659360734177,0
2026-04-22 11:00:00,2026-04-23 12:00:00,SHORT,Moderate,78117.8,77826.8,opp_signal,25,0.0037251433092073682,0.0029251433092073683,1.0,0.2925143309207368,2184.0293264429615,1
2026-04-23 14:00:00,2026-04-23 17:00:00,LONG,Moderate,77486.6,77139.97667095301,trail_stop,3,-0.004473332538103336,-0.0052733325381033366,1.0,-0.5273332538103337,2172.512213531658,0
2026-04-23 20:00:00,2026-04-26 05:00:00,SHORT,Moderate,77670.4,77949.4,opp_signal,57,-0.00359210201054716,-0.0043921020105471605,0.925932211494538,-0.40667887277355386,2163.6770653507992,0
2026-04-26 07:00:00,2026-04-26 22:00:00,LONG,Moderate,77963.3,78281.23262768648,trail_stop,15,0.004077978070277544,0.0032779780702775437,1.0,0.32779780702775435,2170.769551322182,1
2026-04-27 00:00:00,2026-04-27 05:00:00,LONG,Strong,78614.4,78261.59464515671,trail_stop,5,-0.004487795554545704,-0.005287795554545704,1.0,-0.5287795554545704,2159.290965738757,0
2026-04-27 07:00:00,2026-04-27 15:00:00,LONG,Moderate,77657.9,76754.25266947415,trail_stop,8,-0.011636257618681922,-0.012436257618681923,1.0,-1.2436257618681923,2132.4374670151374,0
2026-04-27 17:00:00,2026-04-28 13:00:00,LONG,Strong,76587.9,76064.20505805037,trail_stop,20,-0.006837828716411143,-0.007637828716411143,1.0,-0.7637828716411144,2116.150274893618,0
