signal_time,direction,strength,confidence,regime,entry_price,exit_price,bars_held,exit_reason,gross_ret,net_ret,win
2026-04-03 07:00:00,UP,Moderate,72.0,TRENDING_BULL,67008.8,67243.33080000001,1,tp,0.0035000000000000586,0.0022000000000000587,1
2026-04-03 08:00:00,DOWN,Strong,98.68995633187772,WARMUP,66935.0,66700.72750000001,2,tp,0.0034999999999998366,0.0021999999999998366,1
2026-04-05 22:00:00,UP,Moderate,77.68494803346469,CHOPPY,68313.0,68552.09550000001,1,tp,0.0035000000000000586,0.0022000000000000587,1
2026-04-07 14:00:00,DOWN,Moderate,78.86208058120253,TRENDING_BEAR,67831.0,68305.817,2,sl,-0.006999999999999895,-0.008299999999999894,0
2026-04-08 10:00:00,UP,Moderate,74.27449044818152,WARMUP,71445.7,71695.75995,2,tp,0.0035000000000000586,0.0022000000000000587,1
2026-04-08 12:00:00,UP,Moderate,77.92028828947721,WARMUP,72023.6,71519.4348,1,sl_ambig,-0.007000000000000006,-0.008300000000000005,0
2026-04-09 12:00:00,DOWN,Moderate,69.13920394882172,WARMUP,71245.0,70995.6425,1,tp,0.0034999999999999476,0.0021999999999999477,1
2026-04-09 13:00:00,UP,Moderate,72.07354082612092,WARMUP,70765.2,71012.8782,1,tp,0.0035000000000000586,0.0022000000000000587,1
2026-04-09 14:00:00,DOWN,Moderate,78.03967383677114,WARMUP,71083.5,71581.0845,1,sl,-0.006999999999999895,-0.008299999999999894,0
2026-04-09 15:00:00,DOWN,Moderate,65.90815004939307,WARMUP,72108.0,71855.622,1,tp,0.0034999999999999476,0.0021999999999999477,1
2026-04-10 12:00:00,DOWN,Moderate,77.54080673019011,WARMUP,72225.5,71972.71075,1,tp,0.0035000000000000586,0.0022000000000000587,1
2026-04-10 15:00:00,DOWN,Moderate,66.79959906365923,WARMUP,72421.0,72927.94699999999,1,sl,-0.006999999999999895,-0.008299999999999894,0
2026-04-10 18:00:00,DOWN,Moderate,71.05055978159628,WARMUP,73056.7,72801.00155,4,tp,0.0034999999999999476,0.0021999999999999477,1
2026-04-10 19:00:00,DOWN,Moderate,70.21466837617344,WARMUP,73187.3,72931.14445,2,tp,0.0034999999999999476,0.0021999999999999477,1
2026-04-10 20:00:00,DOWN,Moderate,73.92843658317305,WARMUP,73310.5,73053.91325,1,tp,0.0035000000000000586,0.0022000000000000587,1
2026-04-10 21:00:00,DOWN,Strong,82.44246883478337,WARMUP,73156.2,72900.1533,1,tp,0.0034999999999998366,0.0021999999999998366,1
