method,horizon,k,use_direction_features,use_existing_features,n_valid,n_neutral_dropped,up_rate,roc_auc,pr_auc,accuracy,precision,recall,f1,top10_precision,bot10_precision,mean_calibration_error,calibration_monotonic,n_features,elapsed_s,auc_fold1,auc_fold2,auc_fold3,auc_fold4,auc_fold5
raw_sign,4,0.0,False,True,3834,4,0.49400104329681793,0.5489177925130271,0.5276137726174142,0.529264475743349,0.5310206804536357,0.49843456480901693,0.5142118863049095,0.5611285266457681,0.5705329153605015,0.03437331212885787,0.5555555555555556,112,0.650813102722168,0.5177997333960636,0.5895196723592915,0.5145061728395062,0.5701598840057214,0.5363059760018822
deadzone,4,0.3,False,True,3134,704,0.49170389278876836,0.5557896996039864,0.5531554395077731,0.538550501156515,0.5340729001584786,0.5253312548713952,0.5296660117878192,0.6138996138996139,0.5945945945945945,0.03301258457263154,0.8888888888888888,112,0.4973604679107666,0.4912426827749408,0.6387037037037037,0.5449548771121352,0.5381665353296559,0.5373563218390804
deadzone,4,0.5,False,True,2808,1030,0.4935897435897436,0.5438656419015085,0.5436118766775628,0.5369733447979363,0.5435267857142857,0.42164502164502166,0.47489029741589467,0.5991379310344828,0.5474137931034483,0.04162370203701334,0.7777777777777778,112,0.49713683128356934,0.4928799361786997,0.6576256684491978,0.5377926997245179,0.5468171296296297,0.5136540084388186
deadzone,4,0.8,False,True,2308,1530,0.4878682842287695,0.5577482201755889,0.5574563242300379,0.5379779989523311,0.5450081833060556,0.35538954108858056,0.43023255813953487,0.6526315789473685,0.5894736842105264,0.053558430723818495,0.5555555555555556,112,0.4927058219909668,0.5133082158483229,0.6341410711529557,0.4883042641311322,0.549113727843196,0.6242864054184809
deadzone,4,1.0,False,True,2048,1790,0.48193359375,0.5503010310765015,0.5297639985990575,0.5414949970570924,0.5356622998544396,0.4444444444444444,0.4858085808580858,0.4970414201183432,0.5857988165680473,0.03708327254844222,0.5555555555555556,112,0.5311605930328369,0.473702276974713,0.6473224372975823,0.501473063973064,0.5259311868686869,0.5780421527041357
triple_barrier,4,0.3,False,True,3831,7,0.49334377447141736,0.5237978985503254,0.4992226380270489,0.5271244904358733,0.51828890266584,0.5335035098915124,0.5257861635220126,0.4748427672955975,0.5471698113207547,0.02678049039971931,0.5555555555555556,112,0.6137790679931641,0.5796151426998979,0.5030697858059422,0.5207764847512037,0.5351377856232226,0.5331738687161791
triple_barrier,4,0.5,False,True,3779,59,0.4919290817676634,0.5261795040685997,0.5032076742754883,0.5259636827014973,0.5157644259369423,0.5626216742375081,0.5381750465549349,0.5079872204472844,0.5623003194888179,0.025765385098625426,0.5555555555555556,112,0.611325740814209,0.518270944741533,0.4986443456603298,0.5211943481738203,0.508446379558873,0.5610487996851633
triple_barrier,4,0.8,False,True,3619,219,0.4865985078751036,0.5314064012751913,0.5193786174165097,0.5250333778371161,0.5143986448334275,0.6180461329715061,0.5614791987673343,0.5484949832775919,0.5284280936454849,0.030407633498855797,0.5555555555555556,112,0.8442575931549072,0.5007271136543668,0.5790686451924237,0.5352648794626746,0.513488644866428,0.5378344852029062
triple_barrier,4,1.0,False,True,3427,411,0.480595272833382,0.5282169785338516,0.5074360081806477,0.5165960451977402,0.5059263880224579,0.5842939481268011,0.5422935473085925,0.5159010600706714,0.6042402826855124,0.02928683970338561,0.5555555555555556,112,0.5842974185943604,0.4681960800293386,0.5802298850574713,0.5271438834824635,0.5093914055766369,0.5193310566029028
