ts_ms,l_upd_us,l_bid,l_ask,l_bid_sz,l_ask_sz,l_cum_bid_1bps,l_cum_bid_5bps,l_cum_bid_10bps,l_cum_ask_1bps,l_cum_ask_5bps,l_cum_ask_10bps,b_bid,b_ask,b_bid_sz,b_ask_sz
1788586860995,1788586860956447,79553.8,79553.9,0.0817,1.99122,64151.04,3514818.51,8026612.34,574832.22,3446275.13,8756877.23,79578.98,79578.99,3.12105,2.98619
1788586861251,1788586861163606,79553.8,79553.9,0.0817,1.99122,65150.93,3514818.55,8026612.38,574626.18,3448836.4,8759438.5,79578.98,79578.99,3.12136,2.98478
1788586861495,1788586861449140,79553.8,79553.9,0.0817,1.99122,65150.93,3482953.44,7994747.26,573830.57,3416215.03,8726817.13,79578.98,79578.99,3.1164,2.98478
1788586861756,1788586861640140,79553.8,79553.9,0.0817,1.99122,65150.93,3514817.83,8026611.66,574626.18,3448835.72,8759437.82,79578.98,79578.99,3.1164,2.98478
1788586861999,1788586861640140,79553.8,79553.9,0.0817,1.99122,65150.93,3514817.83,8026611.66,574626.18,3448835.72,8759437.82,79578.98,79578.99,3.11772,2.98441
1788586862257,1788586862141077,79553.8,79553.9,0.0817,1.99122,65150.92,3514817.68,8026611.5,600569.97,3474779.5,8785381.61,79578.98,79578.99,3.11718,2.98441
1788586862503,1788586862335390,79553.8,79553.9,0.00509,1.99117,10530.45,3460197.2,7971991.03,605269.6,3479479.14,8790081.24,79578.98,79578.99,3.11718,2.98478
1788586862750,1788586862692975,79553.8,79553.9,0.0002,1.99117,64877.02,3514543.77,8026337.6,546845.09,3421054.63,8731656.73,79578.98,79578.99,3.11718,2.97799
1788586862996,1788586862751334,79553.8,79553.9,0.0002,1.99117,64877.04,3514543.79,8026337.62,599851.74,3474061.28,8784663.38,79578.98,79578.99,3.11577,2.97799
1788586863257,1788586863203456,79553.8,79553.9,0.0002,1.98992,64877.04,3514543.79,8026337.62,599752.3,3473961.83,8784563.94,79578.98,79578.99,3.11515,2.97799
1788586863504,1788586863407575,79553.8,79553.9,0.0002,1.98992,64877.04,3482728.71,7994522.54,599752.3,3473961.83,8784563.94,79578.98,79578.99,3.11515,2.97799
1788586863751,1788586863707414,79553.7,79553.9,0.00015,1.98992,64857.15,3514523.7,8026317.53,574075.2,3448284.74,8758886.84,79578.98,79578.99,3.11515,2.97799
1788586863997,1788586863730915,79553.7,79553.9,0.00015,1.98992,64857.15,3514523.7,8026317.53,521068.55,3388960.74,8699562.84,79578.98,79578.99,3.11515,2.97799
1788586864256,1788586864172562,79553.7,79553.9,0.00015,1.98992,60536.17,3510202.72,8021996.55,520272.94,3389355.51,8699957.61,79578.98,79578.99,3.11117,2.97789
1788586864502,1788586864431366,79553.7,79553.9,0.00015,1.98992,60658.67,3510275.91,8022069.74,545900.87,3415032.77,8725634.87,79578.98,79578.99,3.11117,2.97789
1788586864747,1788586864652742,79553.7,79553.9,0.00015,1.98992,65064.79,3514682.23,8026476.05,521019.22,3388960.75,8699562.85,79578.98,79578.99,3.11117,2.97648
1788586864994,1788586864817167,79553.7,79553.9,0.00015,1.98992,65064.79,3474916.83,7986710.65,521019.22,3349175.45,8659777.55,79578.98,79578.99,3.11117,2.97648
1788586865256,1788586865180330,79553.7,79553.9,0.00015,1.98992,67885.48,3477688.2,7989482.03,520969.9,3345418.14,8656020.24,79578.98,79578.99,3.11117,2.97648
1788586865501,1788586865390562,79553.7,79553.9,0.00015,1.98992,67885.48,3517453.85,8029247.68,568979.02,3433212.87,8743814.97,79578.98,79578.99,5.39817,1.47138
1788586865745,1788586865700367,79561.2,79561.3,0.0002,0.17343,7362.85,2742143.04,7018015.69,1012748.42,2589353.86,9375811.35,79578.98,79578.99,5.40355,1.10777
1788586866005,1788586865939323,79561.1,79561.2,0.0002,0.2555,7223.63,2603133.11,6879005.76,1063927.26,2734210.99,9679943.79,79578.98,79578.99,5.39963,1.10777
1788586866247,1788586866209484,79561.1,79561.2,0.0002,0.25424,6007.22,2589260.15,6865132.81,1063837.32,2863701.04,9809433.84,79578.98,79578.99,5.40165,1.10764
1788586866492,1788586866441070,79561.1,79561.2,0.0002,0.24424,5997.66,2596882.73,6872755.39,1079578.55,2879440.17,9825143.01,79578.98,79578.99,5.40165,1.10764
1788586866750,1788586866702190,79557.2,79560.6,0.00013,0.09148,45001.46,2748851.31,6976497.75,1031968.5,2877436.45,9823139.3,79578.98,79578.99,5.40416,1.2485
1788586866994,1788586866958368,79560.2,79560.3,0.0002,0.03735,7806.67,2698581.2,6987389.43,791125.69,2877386.24,9823089.09,79578.98,79578.99,5.40388,1.24822
1788586867253,1788586867197627,79560.0,79560.2,0.0001,0.06289,7766.89,2682541.37,6971349.6,793157.65,2876699.52,9822402.37,79578.98,79578.99,5.40388,1.24822
1788586867497,1788586867458865,79560.0,79560.1,0.0001,0.03675,8687.39,2753221.47,7042029.7,739685.22,2833555.56,9747173.17,79578.98,79578.99,5.41314,1.23887
1788586867757,1788586867697293,79560.5,79560.6,0.0002,0.09885,9216.41,2745790.49,7042608.04,1025091.95,2885655.62,9831358.47,79578.98,79578.99,5.40435,1.24146
1788586868000,1788586867943517,79560.5,79560.6,0.0002,0.03731,8420.85,2713177.69,7009995.24,1020245.12,2880808.79,9826491.64,79578.98,79578.99,5.40439,1.10986
1788586868246,1788586868148221,79560.5,79560.6,0.0002,0.03731,9216.41,2745791.21,7042608.77,1020255.46,2951246.68,9896929.53,79578.98,79578.99,5.40439,1.10962
1788586868505,1788586868459283,79560.5,79561.2,0.0002,0.10267,7244.22,2743819.01,7040636.57,1044714.22,2949897.37,9895580.22,79578.98,79578.99,5.40439,1.10962
1788586868749,1788586868691764,79560.9,79561.0,0.0002,0.06156,4961.83,2848090.4,7123963.05,1043629.08,2956934.46,9902617.31,79578.98,79578.99,5.40439,1.10962
1788586869006,1788586868808577,79560.9,79561.0,0.0002,0.06156,5390.63,2840252.22,7116124.87,1043629.08,2954145.44,9899828.29,79578.98,79578.99,5.40439,1.10148
1788586869248,1788586869161406,79560.9,79561.1,0.0002,0.06061,6679.46,2841535.92,7117408.57,1037427.18,3073551.52,10019234.37,79578.98,79578.99,5.40439,1.09824
1788586869507,1788586869447578,79557.8,79561.2,0.12586,0.04013,44774.8,2918943.75,7157189.89,1032480.31,3067604.46,10013287.31,79578.98,79578.99,5.40439,0.95996
1788586869754,1788586869695444,79560.9,79561.2,0.00163,0.04013,5265.75,2853807.45,7129680.1,1031204.89,3032080.24,8701830.09,79578.98,79578.99,5.40439,0.95959
1788586869999,1788586869935470,79561.1,79561.2,0.0002,0.09394,6077.21,2854618.92,7130491.57,1036533.17,3065538.38,8735288.23,79578.98,79578.99,5.40497,0.95959
1788586870245,1788586870112503,79560.9,79561.2,0.00133,0.0512,4684.97,2853226.67,7129099.33,1033132.72,3065336.06,8735085.91,79578.98,79578.99,5.40497,0.95996
1788586870504,1788586870434854,79556.2,79561.2,0.13188,0.0512,58233.57,3276859.38,7663875.62,1033437.43,3065641.48,8735391.33,79578.98,79578.99,5.40497,0.95996
1788586870747,1788586870706740,79561.2,79561.3,0.0002,0.05594,5660.34,3073442.3,7349314.96,987573.15,3006805.76,8676547.61,79578.98,79578.99,5.40689,0.95996
1788586870994,1788586870958057,79557.8,79561.2,0.00769,0.06287,38565.91,3137660.81,7375906.95,997663.11,3014257.09,8683998.94,79578.98,79578.99,5.40248,0.95996
1788586871255,1788586871171199,79557.8,79557.9,0.0002,0.13795,39512.61,3138607.5,7376853.64,541707.84,3159763.01,8455072.59,79578.98,79578.99,5.40239,0.95996
1788586871504,1788586871423486,79557.8,79557.9,0.0002,0.02311,39512.61,3138607.5,7376853.64,532561.06,3150616.24,8445925.81,79578.98,79578.99,5.40239,0.95996
1788586871750,1788586871681876,79561.0,79561.3,0.0002,0.1175,5580.75,3069669.42,7345542.07,1041864.5,3302525.36,8972267.21,79578.98,79578.99,5.40239,0.9595
1788586871994,1788586871940712,79557.7,79561.0,0.0002,0.00083,47955.97,3147050.87,7385297.01,1044686.86,3306636.82,8976378.67,79578.98,79578.99,5.40056,0.9595
1788586872254,1788586872189462,79560.8,79561.0,0.0002,0.00083,5612.59,3066956.68,7342829.33,1044496.7,3306397.34,8976139.19,79578.98,79578.99,5.40056,0.9595
1788586872497,1788586872427788,79560.7,79561.0,0.00015,0.00083,5592.69,3066936.78,7373300.81,991447.67,3259899.57,8929641.42,79578.98,79578.99,5.40056,0.9595
1788586872758,1788586872702207,79560.7,79561.0,0.00015,0.00083,5592.69,3066887.46,7373251.49,991458.02,3259909.91,8929651.76,79578.98,79578.99,5.40056,0.9602
1788586873005,1788586872947989,79560.7,79561.0,0.00015,0.00083,6388.25,2761934.75,6049344.55,990468.26,3258917.3,7602162.47,79578.98,79578.99,5.40056,0.9595
1788586873249,1788586873208676,79560.9,79561.0,0.0002,0.00026,6358.83,3067750.74,7343706.55,991390.42,3566036.21,8929604.3,79578.98,79578.99,5.40056,0.60676
1788586873497,1788586873458236,79561.2,79561.4,0.0002,0.06156,5341.34,3067782.56,7343738.37,1037165.84,3615279.65,8978847.74,79578.98,79578.99,5.40056,0.60676
1788586873743,1788586873670103,79561.3,79561.4,0.0002,0.06156,4591.12,3067032.34,7342988.14,1037165.83,3615279.65,8978847.74,79578.98,79578.99,5.39858,0.60676
1788586874005,1788586873937192,79561.3,79561.4,0.0002,0.06082,4591.12,3067032.34,7342988.14,1045815.96,3595000.54,8958568.63,79578.98,79578.99,5.40098,0.60513
1788586874249,1788586874198205,79561.3,79561.5,0.0002,0.03905,4591.12,3067032.34,7342988.14,755881.52,3568852.08,8932420.17,79578.98,79578.99,5.40293,0.60513
1788586874493,1788586874409586,79561.3,79561.4,0.0002,0.06082,4541.8,3067032.34,7342988.14,814407.56,3622555.1,8986123.2,79578.98,79578.99,5.40293,0.60513
1788586874756,1788586874684621,79561.3,79561.4,2e-05,0.06082,4527.47,3067018.02,7342973.82,814407.56,3622555.1,8986123.2,79578.98,79578.99,5.403,0.6052
1788586875004,1788586874930510,79561.3,79561.4,2e-05,0.06082,4527.47,3064290.16,7340245.96,814407.56,3622555.1,8986123.2,79578.98,79578.99,5.39729,0.74705
1788586875248,1788586875184874,79561.3,79561.4,2e-05,0.12371,4527.47,3064290.16,7340245.96,820110.54,3623253.64,8986821.73,79578.98,79578.99,5.39729,0.8869
1788586875494,1788586875441465,79561.3,79561.4,2e-05,0.12371,4527.47,3064290.16,7340245.96,819411.15,3622554.24,8986122.33,79578.98,79578.99,5.39729,0.8869
1788586875758,1788586875665468,79561.3,79561.4,2e-05,0.12371,4527.47,3064290.16,7340245.96,819411.15,3622397.97,8985966.06,79578.98,79578.99,5.39695,0.8869
1788586876007,1788586875797522,79561.3,79561.4,2e-05,0.12371,4527.47,2990858.55,7157182.96,819411.15,3621397.78,8984965.87,79578.98,79578.99,5.39695,0.88549
1788586876252,1788586876089079,79561.3,79561.4,2e-05,0.12371,4527.47,3055211.75,7221536.15,819411.15,3621397.78,8984965.87,79578.98,79578.99,5.39653,0.88549
1788586876496,1788586876430790,79561.3,79561.4,2e-05,0.12371,5397.03,3165647.65,7331972.05,819411.13,3621397.76,8984965.86,79578.98,79578.99,5.39653,0.88549
1788586876757,1788586876703433,79561.3,79561.4,2e-05,0.12371,4601.47,3167676.2,7334000.6,819411.13,3618663.69,8982231.78,79578.98,79578.99,5.39653,0.88549
1788586877002,1788586876933955,79561.3,79561.4,2e-05,0.12233,4601.46,3167676.18,7334000.58,819301.34,3618553.89,8982121.98,79578.98,79578.99,5.39528,0.88549
1788586877246,1788586877186605,79561.3,79561.4,2e-05,0.12233,4601.46,3167676.18,7334000.58,819301.33,3621400.16,8984968.25,79578.98,79578.99,5.39528,0.88549
1788586877504,1788586877401558,79561.3,79561.4,0.0002,0.12233,4618.97,3167693.69,7334018.09,816194.46,3621481.85,8985049.94,79578.98,79578.99,5.39387,0.88549
1788586877750,1788586877704927,79561.3,79561.4,0.0002,0.12228,4618.97,3162035.93,7328360.33,816190.48,3621477.87,8985045.97,79578.98,79578.99,5.38348,0.88525
1788586877998,1788586877807504,79561.3,79561.4,0.0002,0.12228,4618.97,3162035.93,7328360.33,815190.38,3620477.77,8984045.86,79578.98,79578.99,5.38348,0.88525
1788586878245,1788586878044427,79561.3,79561.4,0.0002,0.12228,5414.53,3162831.49,7329155.89,815190.38,3620477.77,8984045.86,79578.98,79578.99,5.38348,0.88222
1788586878505,1788586878449836,79561.3,79561.4,0.0002,0.12228,5414.53,3162831.49,7329155.89,761607.48,3566894.87,8930462.96,79578.98,79578.99,5.38348,0.8768
1788586878753,1788586878653948,79561.3,79561.4,0.0002,0.1214,5385.09,3162802.06,7329126.46,761537.46,3566824.85,8930392.95,79578.98,79578.99,5.38348,0.8768
1788586878997,1788586878653948,79561.3,79561.4,0.0002,0.1214,5385.09,3162802.06,7329126.46,761537.46,3566824.85,8930392.95,79578.98,79578.99,5.38348,0.8768
1788586879257,1788586878653948,79561.3,79561.4,0.0002,0.1214,5385.09,3162802.06,7329126.46,761537.46,3566824.85,8930392.95,79578.98,79578.99,5.38348,0.87618
1788586879503,1788586879428403,79561.3,79561.4,0.0002,0.1214,5385.09,3162802.06,7329126.46,811513.61,3616801.0,8980369.1,79578.98,79578.99,5.38348,0.87618
1788586879749,1788586879685309,79561.3,79561.4,0.0002,0.12135,4589.53,3162006.49,7328330.9,811509.63,3616797.02,8980365.12,79578.98,79578.99,5.38348,0.87618
1788586880007,1788586879883573,79561.3,79561.4,0.0002,0.12135,4589.53,3162006.49,7328330.9,811509.63,3616797.02,8980365.12,79578.98,79578.99,5.38348,0.87618
1788586880253,1788586880198568,79561.3,79561.4,0.0002,0.12268,4589.53,3167524.15,7333848.55,811615.45,3611277.15,8974845.24,79578.98,79578.99,5.38348,0.87294
1788586880501,1788586880436906,79561.3,79561.4,0.0002,0.12268,4589.53,3167524.15,7333848.55,762639.4,3562301.1,8925869.2,79578.98,79578.99,5.38348,0.8719
1788586880748,1788586880702567,79561.3,79561.6,0.12588,0.00013,14969.86,3058381.82,6980698.53,368333.08,2617708.04,7934134.16,79578.98,79578.99,5.39227,0.63111
1788586880993,1788586880958036,79561.5,79562.9,0.12568,0.10296,15658.07,3398315.39,7352041.53,427965.94,2656136.56,8347758.35,79578.98,79578.99,5.39227,0.63104
1788586881253,1788586881188789,79562.6,79562.8,0.0002,0.06129,2806.02,3244745.08,7575234.2,372871.0,2591614.95,8283236.74,79578.98,79578.99,5.39227,0.63104
1788586881497,1788586881445933,79562.6,79562.8,0.0002,0.06003,2806.03,3242002.18,7572491.3,367767.04,2612039.58,8409256.65,79578.98,79578.99,5.38731,0.63104
1788586881757,1788586881697986,79562.6,79563.1,0.0002,0.06061,1630.15,3240826.3,7571315.42,374771.76,2611069.87,8646995.41,79578.98,79578.99,5.39963,0.50802
1788586882003,1788586881958903,79562.6,79564.5,0.0002,0.27341,2870.48,3239232.29,7569721.41,576996.55,2893800.74,8850446.54,79578.98,79578.99,5.39583,0.50802
1788586882247,1788586882196626,79564.3,79564.4,0.0002,0.15739,2043.08,2947229.16,7355290.77,525631.06,2842435.26,8799081.05,79578.98,79578.99,5.39267,0.50802
1788586882506,1788586882446085,79564.3,79564.4,0.0002,0.15734,2076.5,2946326.25,7354387.86,525627.08,2907693.89,8864339.69,79578.98,79578.99,5.39267,0.51056
1788586882751,1788586882616217,79564.3,79564.4,0.0002,0.15729,1631.76,2945881.99,7353943.6,613767.28,2964004.97,8920650.77,79578.98,79578.99,5.39267,0.5056
1788586882996,1788586882946200,79564.3,79564.4,0.0002,0.15729,2081.27,2940755.74,7348817.35,557451.98,2910547.55,8867193.35,79578.98,79578.99,5.39615,0.48623
1788586883257,1788586882979532,79564.3,79564.4,0.0002,0.15729,2081.27,2940755.74,7348817.35,557451.98,2910547.55,8867193.35,79578.98,79578.99,5.39615,0.48623
1788586883503,1788586883300532,79564.3,79564.4,0.0002,0.15729,2876.86,2941551.33,7349612.94,557451.98,2910547.55,8867193.35,79578.98,79578.99,5.39615,0.48623
1788586883750,1788586883706673,79564.3,79564.4,0.0002,0.15724,2876.87,2938729.61,7346791.22,557349.34,2910423.43,8867069.22,79578.98,79578.99,5.39642,0.48482
1788586883995,1788586883944769,79564.0,79564.1,0.0002,0.05594,2409.05,2938261.79,7346323.4,556276.34,2960024.75,8916670.55,79578.98,79578.99,5.39642,0.48482
1788586884254,1788586884207726,79564.0,79564.1,0.0002,0.05,2840.27,2938693.01,7346754.62,580465.77,2960030.36,8916676.16,79578.98,79578.99,5.42707,0.48435
1788586884499,1788586884371344,79564.0,79564.1,0.0002,0.04995,2044.68,2951578.96,7359640.57,580412.46,2960026.38,8916672.18,79578.98,79578.99,5.42707,0.48435
1788586884757,1788586884708133,79566.2,79566.3,0.0002,0.84113,2966.83,2580862.96,7130111.8,1066073.87,3214902.62,8679201.23,79579.99,79580.0,7.77483,9.13713
1788586885004,1788586884896872,79566.2,79566.3,0.0002,0.12299,1775.81,2499836.28,7049085.12,1063352.8,3196284.04,8660582.64,79579.99,79580.0,7.84515,9.13713
1788586885248,1788586885130674,79566.1,79566.2,0.0002,0.138,1759.9,2499820.36,7049069.21,1044708.68,3177639.92,8641938.52,79579.99,79580.0,7.84264,9.13713
1788586885506,1788586885429283,79566.1,79566.2,0.0002,0.19176,1759.89,2536228.98,7085477.82,1048986.16,3351145.95,8815444.55,79579.99,79580.0,8.44079,9.13324
1788586885749,1788586885706272,79566.1,79566.2,0.0002,0.92899,1175.94,2602418.68,7151667.52,1051826.77,3353986.56,8818285.17,79579.99,79580.0,8.44234,9.13324
1788586885995,1788586885925077,79566.1,79566.2,0.0002,0.19171,1604.77,2603348.53,7152597.37,992377.88,3294535.62,8758813.72,79579.99,79580.0,8.66794,9.11938
1788586886256,1788586886087582,79566.1,79566.2,0.0002,0.19166,1304.82,2603048.57,7152297.41,1048629.34,3350787.08,8815065.19,79579.99,79580.0,8.66794,9.12064
1788586886503,1788586886459259,79566.0,79566.2,0.0002,0.8045,1654.87,2581022.69,7130271.53,1087913.08,3460379.88,8924649.99,79579.99,79580.0,8.66794,9.12064
1788586886746,1788586886672421,79565.9,79566.0,0.0002,0.83118,1638.17,2584731.81,7130304.15,1205165.56,3573422.13,9037692.24,79579.99,79580.0,8.6646,9.12074
1788586887003,1788586886922543,79565.9,79566.0,0.0002,0.83118,1638.17,2605982.13,7151554.47,1205155.22,3573411.79,9037681.89,79579.99,79580.0,8.6646,9.11933
1788586887247,1788586887068106,79565.9,79566.0,0.0002,0.82875,1514.84,2605858.8,7151431.15,1204166.21,3572422.78,9036692.88,79579.99,79580.0,8.6646,9.11887
1788586887506,1788586887398166,79565.9,79566.0,0.0002,0.19151,1885.61,2606229.57,7151801.91,993207.55,3361464.12,8825734.23,79579.99,79580.0,8.66267,9.11887
1788586887749,1788586887531418,79565.9,79566.0,0.0002,0.19151,1090.0,2632797.87,7178370.21,993217.9,3361474.47,8825744.57,79579.99,79580.0,8.66267,9.11327
1788586887993,1788586887944943,79565.9,79566.0,0.0002,0.19076,1058.97,2575107.9,7120680.25,993158.22,3181745.1,8646015.2,79579.99,79580.0,8.66367,9.11327
1788586888253,1788586888178434,79565.9,79566.0,0.0002,0.19076,1854.58,2575903.51,7121475.86,993168.56,3181755.44,8646025.55,79579.99,79580.0,8.66367,10.88127
1788586888496,1788586888444463,79565.9,79566.0,0.0002,0.19071,1058.97,2565592.27,7111164.61,993164.59,3184498.38,8648768.49,79579.99,79580.0,8.66522,10.88134
1788586888744,1788586888663963,79565.9,79566.0,0.0002,0.19071,1038.28,2596328.25,7141900.6,1048633.58,3383228.24,8847498.35,79579.99,79580.0,8.65702,10.88134
1788586889005,1788586888930954,79565.9,79566.0,0.0002,0.19071,1038.28,2725333.23,7270905.57,1048633.58,3383228.24,8847498.35,79579.99,79580.0,8.65702,10.88134
1788586889251,1788586889173947,79565.9,79566.0,0.0002,0.19071,1038.28,2725333.23,7270905.57,1048633.58,3383228.24,8847498.35,79579.99,79580.0,8.65028,10.88134
1788586889497,1788586889429228,79565.9,79566.0,0.0002,0.13472,1422.56,2725717.51,7271289.85,985501.58,3326941.72,8791295.37,79579.99,79580.0,8.65028,10.88134
1788586889757,1788586889696251,79565.9,79566.0,0.0002,0.13472,1122.63,2884677.34,7430249.68,1037798.75,3383495.85,8847849.5,79579.99,79580.0,8.64326,10.88099
1788586890004,1788586889901306,79565.9,79566.0,0.0002,0.19061,1038.29,2884593.0,7430165.35,1043287.26,3388984.36,8853338.01,79579.99,79580.0,8.64326,10.87603
1788586890249,1788586889901306,79565.9,79566.0,0.0002,0.19061,1038.29,2884593.0,7430165.35,1043287.26,3388984.36,8853338.01,79579.99,79580.0,8.64326,10.87142
1788586890493,1788586890317529,79565.9,79566.0,0.0002,0.13467,1501.35,2885006.73,7430579.08,935352.61,3099087.55,8869558.36,79579.99,79580.0,8.69245,10.69152
1788586890751,1788586890683820,79565.9,79566.0,0.0002,0.13466,1087.6,2887330.49,7432902.83,1033416.2,3194404.22,8964875.02,79579.99,79580.0,8.69245,10.87135
1788586890998,1788586890941320,79565.9,79566.0,0.0002,0.13466,1087.6,2887330.49,7432902.83,1033432.1,3194420.12,8964890.92,79579.99,79580.0,8.69199,10.87135
1788586891257,1788586891184974,79565.9,79566.0,0.00085,0.13466,1592.02,2887834.91,7433407.25,1033432.1,3197256.95,8967727.76,79579.99,79580.0,8.69199,10.87135
1788586891501,1788586891456793,79565.6,79566.0,0.00015,0.13466,1051.79,2878577.99,7417866.2,1034131.53,3197956.39,8968427.2,79579.99,79580.0,8.38703,10.86952
1788586891749,1788586891566309,79565.8,79565.9,0.0002,0.12752,1549.85,2905374.22,7450946.56,977334.45,3132316.03,8902786.83,79579.99,79580.0,8.3646,10.86952
1788586891994,1788586891732868,79565.8,79565.9,0.0002,0.12752,1549.85,2891690.8,7437263.14,977334.45,3132316.03,8902786.83,79579.99,79580.0,8.36764,10.86818
1788586892257,1788586892162206,79565.8,79565.9,0.0002,0.12752,1549.85,2902636.73,7448209.08,977334.45,3132316.03,8902786.83,79579.99,79580.0,8.36771,10.86818
1788586892499,1788586892411197,79565.8,79565.9,0.0002,0.12747,1549.85,2902636.73,7448209.08,983881.74,3138863.31,8909334.12,79579.99,79580.0,8.36771,10.86818
1788586892758,1788586892660443,79565.7,79565.8,0.0002,0.138,1512.46,2902599.34,7448171.68,994861.82,3142627.15,8920314.2,79579.99,79580.0,8.36578,10.8256
1788586893003,1788586892720566,79565.7,79565.8,0.0002,0.138,1512.46,2902599.34,7448171.68,1053550.01,3201315.34,8979002.39,79579.99,79580.0,8.36578,10.8256
1788586893244,1788586893044650,79565.7,79565.8,0.0002,0.138,1512.46,2905407.64,7450979.98,1053539.66,3198468.16,8976155.21,79579.99,79580.0,8.36437,10.8256
1788586893503,1788586893218418,79565.7,79565.8,0.0002,0.138,1099.53,2904994.72,7450567.06,1048376.59,3193305.08,8970992.13,79579.99,79580.0,8.36437,10.82244
1788586893750,1788586893602765,79565.7,79565.8,0.0002,0.13759,1533.94,2905429.12,7451001.46,994829.19,3142521.32,8920208.36,79579.99,79580.0,8.36464,20.82265
1788586893995,1788586893869230,79565.7,79565.8,0.0002,0.13759,1099.53,2904994.72,7450567.06,1051262.9,3198955.02,8976642.07,79579.99,79580.0,8.36464,20.82265
1788586894256,1788586894180408,79565.7,79565.8,0.0002,0.13759,1099.53,2904994.72,7450567.06,1044701.3,3192393.42,8970080.47,79579.99,79580.0,8.36281,20.82211
1788586894500,1788586894365853,79565.7,79565.8,0.0002,0.13759,1099.53,2904994.71,7450567.06,1044750.63,3192393.41,8970080.46,79579.99,79580.0,8.36281,20.82211
1788586894743,1788586894667873,79565.7,79565.8,0.0002,0.13759,1543.49,2905438.67,7451011.01,988327.27,3135970.05,8913657.1,79579.99,79580.0,8.36262,20.81211
1788586895007,1788586894955586,79565.7,79565.8,0.0002,0.13759,1915.83,2905811.01,7451383.35,987733.11,3441441.39,8913011.29,79579.99,79580.0,8.36262,20.81204
1788586895251,1788586895180288,79565.7,79565.8,0.00103,0.13759,1186.26,2895721.84,7441294.18,987782.45,3441441.39,8913011.29,79579.99,79580.0,8.36262,20.8087
1788586895495,1788586895399924,79565.7,79565.8,0.00103,0.13759,1186.26,2894130.77,7439703.11,987123.62,3440782.56,8912352.46,79579.99,79580.0,8.36262,20.7987
1788586895755,1788586895639910,79565.7,79565.8,0.00103,0.13759,1165.57,2895701.15,7441273.49,1047527.84,3501186.79,8972756.68,79579.99,79580.0,8.36262,20.7987
1788586895999,1788586895762490,79565.7,79565.8,0.00103,0.13759,1165.57,2895701.15,7441273.49,1047517.5,3501176.44,8972746.34,79579.99,79580.0,8.36262,20.7987
1788586896244,1788586896182345,79565.7,79565.8,0.00103,0.24019,1569.73,2731946.65,6950102.79,1079039.96,3423436.21,8681567.85,79579.99,79580.0,8.37302,20.79356
1788586896507,1788586896440586,79565.7,79565.8,0.00053,0.23949,1529.95,2701087.65,6919243.79,1053195.91,3365762.32,8623893.96,79579.99,79580.0,8.37161,20.79356
1788586896754,1788586896659227,79565.7,79565.8,0.00053,0.23903,1529.95,2809234.55,7248126.19,1053159.31,3365725.72,8944644.15,79579.99,79580.0,8.37161,20.79082
1788586896998,1788586896842315,79565.7,79565.8,0.00053,0.23903,1529.95,2809234.55,7248126.19,1053159.31,3365725.72,8944644.15,79579.99,79580.0,8.37161,20.78899
1788586897243,1788586897155020,79565.7,79565.8,0.00053,0.23903,1529.95,2809234.55,7248126.19,1005051.69,3314854.48,8893772.9,79579.99,79580.0,8.37161,20.78899
1788586897504,1788586897451410,79565.7,79565.8,0.00053,0.23903,1529.95,2975982.06,7414873.7,1011539.28,3323126.91,8902045.34,79579.99,79580.0,8.37161,20.7765
1788586897749,1788586897695014,79565.7,79565.8,0.00053,0.68054,1529.95,2975982.06,7414873.7,1010617.53,3323205.42,8902123.85,79579.99,79580.0,8.36968,20.7765
1788586897993,1788586897943859,79565.7,79565.8,0.00053,0.68054,1480.63,2956361.58,7395253.22,1011316.97,3323904.86,8902823.29,79579.99,79580.0,8.36918,20.76994
1788586898255,1788586898108723,79565.7,79565.8,0.00053,0.23903,1480.63,2956361.58,7395253.22,1067445.92,3380033.82,8958952.25,79579.99,79580.0,8.36918,20.76975
1788586898498,1788586898438275,79565.7,79565.8,0.00053,0.23903,1480.63,2956361.58,7395253.22,1068446.11,3381034.0,8959952.43,79579.99,79580.0,8.36918,20.76834
1788586898758,1788586898707211,79565.7,79565.8,0.00053,0.23903,1480.63,2956361.58,7395253.22,1067746.67,3380334.57,8959252.99,79579.99,79580.0,8.36918,20.76826
1788586899002,1788586898807926,79565.7,79565.8,0.00053,0.23903,1480.63,2970885.74,7409777.38,1068446.11,3381034.0,8959952.43,79579.99,79580.0,8.36918,20.76826
1788586899247,1788586899180128,79565.7,79565.8,0.00053,0.23903,1132.95,2963050.63,7401942.27,1012318.26,3324906.15,8903824.58,79579.99,79580.0,8.36918,20.76826
1788586899506,1788586899323733,79565.7,79565.8,0.00142,0.23903,1203.76,2963121.45,7402013.09,1012318.26,3324906.15,8903824.58,79579.99,79580.0,8.36872,20.76826
1788586899750,1788586899683079,79565.7,79565.8,0.00142,0.23903,1203.76,2970608.81,7409500.45,1011618.82,3324206.71,8903125.14,79579.99,79580.0,8.36689,20.76826
1788586899994,1788586899927587,79565.7,79565.8,0.00142,0.24903,1147.27,2978976.24,7417867.88,1067793.53,3380363.12,8959281.55,79579.99,79580.0,8.36359,20.76826
1788586900253,1788586900166230,79565.5,79565.6,0.0002,0.138,1170.33,2985283.44,7417890.94,1067594.32,3380353.33,8959271.75,79579.99,79580.0,8.36547,20.76783
